No.	NAME	Ro5	DLS_01	DLS_02	DLS_04	DLS_05	DLS_07	DLS_cons	LLS_01	LLS_02	QEDu
30	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
31	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
32	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
33	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
34	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
35	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
36	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
37	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
38	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
39	Cefsulodin	1	0.5	0.666666666666667	0.2	0	0.5	0.433333333333333	0.333333333333333	0.75	0.161465736422639
40	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
41	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
42	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
43	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
44	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
45	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
46	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
47	Cefmetazole	0	0.75	0.666666666666667	0.7	1	0.5	0.707142857142857	0.333333333333333	0.75	0.140318982689942
48	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
49	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
50	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
51	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
52	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
53	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
54	Cefsulodin	1	0.5	0.666666666666667	0.2	0	0.5	0.433333333333333	0.333333333333333	0.75	0.161465736422639
55	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
56	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
57	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
58	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
59	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
60	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
61	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
62	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
63	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
64	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
65	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
66	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
67	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
68	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
69	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
70	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
71	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
72	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
73	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
74	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
75	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
76	BL-S217	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.242974326103868
77	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
78	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
79	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
80	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
81	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
82	Cefmetazole	0	0.75	0.666666666666667	0.7	1	0.5	0.707142857142857	0.333333333333333	0.75	0.140318982689942
83	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
84	Cefsulodin	1	0.5	0.666666666666667	0.2	0	0.5	0.433333333333333	0.333333333333333	0.75	0.161465736422639
85	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
86	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
87	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
88	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
89	Cefaclor	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.607537716135874
90	Cefaclor	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.607537716135874
91	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
92	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
93	Cefsulodin	1	0.5	0.666666666666667	0.2	0	0.5	0.433333333333333	0.333333333333333	0.75	0.161465736422639
94	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
95	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
96	BL-S217	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.242974326103868
97	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
98	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
99	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
100	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
101	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
102	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
103	Cefsulodin	1	0.5	0.666666666666667	0.2	0	0.5	0.433333333333333	0.333333333333333	0.75	0.161465736422639
104	Cefmetazole	0	0.75	0.666666666666667	0.7	1	0.5	0.707142857142857	0.333333333333333	0.75	0.140318982689942
105	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
106	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
107	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
108	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
109	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
110	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
111	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
112	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
113	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
114	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
115	Cefaclor	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.607537716135874
116	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
117	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
118	BL-S217	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.242974326103868
119	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
120	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
121	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
122	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
123	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
124	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
125	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
126	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
127	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
128	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
129	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
130	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
131	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
132	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
133	Ampicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.597271485203342
134	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
135	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
136	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
137	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
138	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
139	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
140	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
141	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
142	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
143	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
144	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
145	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
146	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
147	Cefaclor	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.607537716135874
148	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
149	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
150	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
151	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
152	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
153	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
154	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
155	BL-S217	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.242974326103868
156	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
157	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
158	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
159	Cefaclor	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.607537716135874
160	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
161	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
162	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
163	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
164	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
165	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
166	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
167	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
168	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
169	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
170	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
171	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
172	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
173	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
174	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
175	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
176	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
177	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
178	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
179	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
180	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
181	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
182	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
183	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
184	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
185	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
186	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
187	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
188	Cefmetazole	0	0.75	0.666666666666667	0.7	1	0.5	0.707142857142857	0.333333333333333	0.75	0.140318982689942
189	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
190	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
191	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
192	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
193	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
194	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
195	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
196	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
197	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
198	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
199	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
200	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
201	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
202	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
203	Ampicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.597271485203342
204	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
205	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
206	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
207	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
208	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
209	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
210	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
211	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
212	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
213	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
214	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
215	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
216	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
217	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
218	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
219	Cephalothin	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.408105764333528
220	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
221	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
222	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
223	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
224	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
225	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
226	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
227	Sulbenicillin	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.352243449561495
228	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
229	Cefoperazone	1	0.5	0.666666666666667	0.6	1	0.5	0.609523809523809	0.333333333333333	0.625	0.100397975446144
230	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
231	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
232	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
233	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
234	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
235	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
236	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
