No.	NAME	G(N..N)	G(N..S)
285	LY097964	43.609302520752	47.9902648925781
286	Aztreonam	46.0168991088867	49.1515884399414
287	Ofloxacin	15.1736612319946	0
288	Cefacetrile	14.6171770095825	13.1377429962158
289	Cephaloridine	15.5769367218018	32.5672836303711
290	LY097964	44.2468643188477	48.2963523864746
291	Ceftizoxime	48.4366416931152	49.6536865234375
292	Aztreonam	44.5835990905762	47.5809288024902
293	Ceftizoxime	46.5399284362793	50.9538269042969
294	Ceftriaxone	171.897384643555	134.11735534668
295	Nocardicin B	42.4771728515625	0
296	Cefotaxime	43.8520584106445	47.3430480957031
297	Cefuroxime	41.0651779174805	19.6847534179688
298	Cefmetazole	163.844360351563	158.530990600586
299	Cefacetrile	14.4566516876221	11.5893449783325
300	Aztreonam	45.178108215332	48.4592971801758
301	Ceftriaxone	176.682571411133	144.359451293945
302	Cephalexin	12.1956253051758	13.0912857055664
303	Carbenicillin	3.18962836265564	6.64293479919434
304	Ceftizoxime	43.3158988952637	47.0344390869141
305	Ceftriaxone	191.510696411133	148.274993896484
306	Moxalactam	79.1995697021484	25.0281257629395
307	Cephaloridine	15.4119701385498	31.567403793335
308	Ceftizoxime	48.5843086242676	52.4999237060547
309	Ceftizoxime	45.1826362609863	47.6337432861328
310	Cephalexin	13.0995025634766	13.5875263214111
311	Cephalosporin C	15.6031494140625	12.1988906860352
312	Ampicillin	12.7495489120483	13.9207620620728
313	Sulbenicillin	3.16244053840637	16.6629009246826
314	Cefotaxime	47.2912139892578	49.2085571289063
315	Cephalosporin C	15.0519208908081	11.2599353790283
316	Ceftriaxone	169.79670715332	152.683776855469
317	LY097964	48.2544441223145	51.9334487915039
318	Carbenicillin	3.20926904678345	6.67189836502075
319	Cefazolin	206.730560302734	192.203094482422
320	Aztreonam	44.6382522583008	47.2065467834473
321	LY097964	45.2638893127441	46.2433853149414
322	Aztreonam	48.4254570007324	51.5989608764648
323	Nocardicin B	42.870964050293	0
324	Cephaloglycin	12.609317779541	13.6691761016846
325	Cephalexin	12.9287805557251	13.8016290664673
326	LY097964	44.5362014770508	46.0265502929688
327	Cephalexin	11.878719329834	12.8212633132935
328	Moxalactam	52.3130264282227	24.8214244842529
329	LY097964	48.4917793273926	49.4123229980469
330	Cephaloglycin	12.1260890960693	13.2206468582153
331	BL-S217	15.3768548965454	29.7232093811035
332	Ceftizoxime	44.2331314086914	48.4767265319824
333	Moxalactam	62.7575187683105	25.617769241333
334	Aztreonam	47.7433624267578	50.6278495788574
335	LY097964	48.5408363342285	49.4287261962891
336	Cephalothin	3.32178807258606	17.1438827514648
337	Cefoxitin	17.5566654205322	34.9778480529785
338	Cefacetrile	12.8985710144043	10.8167381286621
339	Moxalactam	51.9991035461426	24.5340404510498
340	Cefazolin	195.783325195313	193.676116943359
341	Ampicillin	11.8621311187744	13.3134851455688
342	Cefaclor	12.9695568084717	13.8764133453369
343	Aztreonam	44.8755226135254	49.5626220703125
344	Carbenicillin	3.16231203079224	6.64586067199707
345	Cephalosporin C	15.3003597259521	11.0888023376465
346	Ceftazidime	81.1717681884766	55.7250213623047
347	Cefamandole	60.8478050231934	57.2593727111816
348	Aztreonam	50.0997161865234	54.6925659179688
349	Ofloxacin	14.9354648590088	0
350	Cefmetazole	129.349243164063	134.569473266602
351	Penicillin N	18.5288238525391	14.5840215682983
352	Carbenicillin	3.178227186203	6.68714094161987
353	Ceftizoxime	44.3813667297363	48.4033088684082
354	Cefazolin	194.962127685547	174.258087158203
355	Moxalactam	52.5855598449707	24.6726684570313
356	Moxalactam	80.4018402099609	25.44553565979
357	Carbenicillin	3.24999094009399	6.61343097686768
358	Cephaloridine	15.5633754730225	33.4951057434082
359	Aztreonam	47.2095184326172	50.4921646118164
360	Ampicillin	12.9091110229492	13.8528699874878
361	Sulbenicillin	3.12068438529968	16.1566886901855
362	LY097964	49.8677978515625	53.8237228393555
363	Cefotaxime	47.6369209289551	50.0996704101563
364	Carbenicillin	3.18149495124817	6.61869764328003
365	Penicillin N	19.0058879852295	15.1208534240723
366	LY097964	47.8717155456543	50.2905807495117
367	Nocardicin B	47.0106582641602	0
368	Cephalosporin C	15.1919822692871	11.0417776107788
369	Nocardicin B	40.482105255127	0
370	Nocardicin B	43.8229789733887	0
371	LY097964	44.6375694274902	49.4477996826172
372	Cefamandole	81.9159774780273	62.4895095825195
373	Sulbenicillin	3.12698554992676	16.502046585083
374	Sulbenicillin	3.09808206558228	15.5841913223267
375	LY097964	46.2058448791504	48.9186782836914
376	Carbenicillin	3.23069882392883	6.61775398254395
377	Ceftazidime	82.9858016967773	53.942310333252
378	Moxalactam	53.5572853088379	25.116117477417
379	Cephaloglycin	12.9128189086914	13.6910696029663
380	Cefazolin	161.859344482422	169.175689697266
381	Penicillin N	20.2396926879883	14.3364086151123
382	Aztreonam	45.8062705993652	49.7570953369141
383	Nocardicin B	38.0174407958984	0
384	Ceftriaxone	183.897933959961	139.142822265625
385	Cephaloridine	15.5650672912598	30.2072448730469
386	Cefotaxime	46.4962196350098	49.8688850402832
387	Cefmetazole	94.4622497558594	115.93327331543
388	Aztreonam	47.2855911254883	51.1072082519531
389	Piperacillin	56.2420043945313	25.526725769043
390	Aztreonam	47.5165557861328	51.3440704345703
391	Cefotaxime	48.231330871582	49.6385955810547
392	Moxalactam	78.2118759155273	25.134204864502
393	Sulbenicillin	3.08411240577698	15.9031715393066
394	Ampicillin	11.9140510559082	13.2970142364502
395	Ceftazidime	81.9250640869141	54.7446594238281
396	Cefazolin	196.959777832031	197.248107910156
397	LY097964	47.8672828674316	51.0761337280273
398	Aztreonam	44.4590454101563	48.4922142028809
399	Nocardicin B	41.7113990783691	0
400	Cefacetrile	14.6143503189087	11.9500904083252
401	Ceftizoxime	45.0751609802246	49.3934211730957
402	Cefotaxime	47.0040245056152	50.4687957763672
403	Cefmetazole	168.308059692383	159.168426513672
404	BL-S217	16.3821334838867	30.7118034362793
405	Ceftriaxone	195.583480834961	163.971710205078
406	Ceftriaxone	201.162322998047	163.477340698242
407	Cefaclor	12.919059753418	14.00119972229
408	Cefotaxime	47.9725341796875	50.754020690918
409	Piperacillin	47.0919914245605	21.7596740722656
410	Carbenicillin	3.17301988601685	6.63148164749146
411	Penicillin N	18.9530086517334	14.5598983764648
412	Moxalactam	50.693286895752	24.5618286132813
413	Ceftizoxime	48.3047676086426	53.1559219360352
414	Penicillin N	19.2932758331299	13.1559762954712
415	Carbenicillin	3.14944553375244	6.64563512802124
416	Cefoxitin	17.5668754577637	33.1563873291016
417	Cefazolin	171.740478515625	168.764343261719
418	Cephalothin	3.28101062774658	19.449577331543
419	Penicillin N	16.0611782073975	12.5538110733032
420	Cefoxitin	17.2882175445557	35.5370864868164
421	Ceftizoxime	49.8782005310059	54.5222473144531
422	LY097964	43.6180076599121	49.3610153198242
423	Cefamandole	47.6428108215332	46.0127410888672
424	Cefaclor	11.914532661438	12.7504901885986
425	Cefamandole	56.8988952636719	51.4698944091797
426	Penicillin N	18.2269458770752	12.4346294403076
427	Cefotaxime	42.8360633850098	47.5759429931641
428	Cefoxitin	19.427791595459	36.1158180236816
429	Cephalothin	3.24303936958313	15.1620759963989
430	Cefuroxime	41.4281845092773	20.1350917816162
431	Nocardicin B	38.561092376709	0
432	Cephaloglycin	12.9291076660156	13.6326923370361
433	Ofloxacin	15.0347757339478	0
434	Ceftizoxime	43.6677894592285	48.3686828613281
435	Ceftizoxime	48.8156127929688	49.5339965820313
436	Cephalexin	11.8813133239746	12.7000799179077
437	Cephalexin	12.0357761383057	13.2699060440063
438	Sulbenicillin	3.0898232460022	15.3169765472412
439	Piperacillin	48.0754127502441	26.0079364776611
440	Cephaloglycin	11.993480682373	13.4254503250122
441	Cephalexin	12.8510656356812	13.2450571060181
442	Cephaloridine	15.8951749801636	34.7264366149902
443	Ampicillin	13.6749076843262	14.3186283111572
444	Cefotaxime	49.5867385864258	55.9072341918945
445	Cefoxitin	17.4930820465088	36.9378890991211
446	Cefotaxime	46.171630859375	48.4711647033691
447	Cefotaxime	47.4343719482422	50.2136421203613
448	Cefmetazole	136.277801513672	141.972808837891
449	Carbenicillin	3.15467071533203	6.61057758331299
450	Piperacillin	57.5209503173828	32.5236167907715
451	Cefotaxime	46.1387901306152	48.1865692138672
452	Sulbenicillin	3.08187985420227	16.1100921630859
453	Nalidixic acid	2.38972163200378	0
454	Ampicillin	12.0894823074341	13.568133354187
455	Nalidixic acid	2.38834977149963	0
456	Penicillin N	17.9725875854492	14.4030361175537
457	Cephaloglycin	13.0835180282593	14.1657667160034
458	Cefotaxime	49.8097724914551	52.1358642578125
459	Ceftriaxone	193.265823364258	148.669677734375
460	Nalidixic acid	2.3853452205658	0
461	Carbenicillin	3.21593070030212	6.56490755081177
462	Cephalothin	3.29583120346069	19.4372291564941
463	Piperacillin	47.8388214111328	24.9254245758057
464	Penicillin N	17.2734909057617	13.2048759460449
465	Cefoxitin	15.9020500183105	31.7149448394775
466	Cefamandole	80.9570770263672	61.2351989746094
467	Carbenicillin	3.19652462005615	6.60595369338989
468	Sulbenicillin	3.06310677528381	15.202543258667
469	Ceftriaxone	187.687835693359	146.171325683594
470	Cefotaxime	48.9901313781738	55.8603401184082
471	Penicillin N	16.387975692749	12.7037439346313
472	Nocardicin B	44.9721450805664	0
473	Cefotaxime	48.2091979980469	52.5228805541992
474	Ampicillin	12.1270160675049	12.8604898452759
475	Cefotaxime	44.1567344665527	48.3025703430176
476	Cephalothin	3.25756907463074	16.1556510925293
477	LY097964	49.430606842041	50.3347587585449
478	Cephalexin	13.0512418746948	13.6578798294067
479	Ceftriaxone	171.373901367188	139.038391113281
480	Sulbenicillin	3.13736391067505	16.1732959747314
481	Moxalactam	53.5502014160156	25.0185375213623
482	Nalidixic acid	2.39021158218384	0
483	Cephalothin	3.23087787628174	18.9379367828369
484	Cephalothin	3.29827952384949	18.7122535705566
485	Cefamandole	61.9345436096191	53.5224304199219
486	Cefotaxime	49.2991371154785	55.9922904968262
487	Cefmetazole	90.8537521362305	114.457626342773
488	Cefmetazole	140.741165161133	143.269073486328
489	Ampicillin	11.9458723068237	13.4431095123291
490	Nalidixic acid	2.3862636089325	0
491	Cefotaxime	44.3690071105957	49.1149711608887
492	Ceftizoxime	48.9526977539063	49.4115295410156
493	Nalidixic acid	2.39074730873108	0
494	Cefmetazole	131.557556152344	143.365631103516
495	Cefaclor	13.5269002914429	14.2447080612183
496	Ampicillin	12.7709112167358	13.5702505111694
497	Piperacillin	47.9098854064941	25.8934955596924
498	Nocardicin B	43.289249420166	0
499	Nalidixic acid	2.38684773445129	0
500	Nocardicin B	39.9805297851563	0
501	Nalidixic acid	2.38652634620667	0
502	Piperacillin	57.5795936584473	32.7305374145508
503	LY097964	45.0479774475098	46.5665054321289
504	LY097964	45.6920585632324	46.6790542602539
505	Cefotaxime	51.3948822021484	57.9999923706055
506	Cefuroxime	39.9919548034668	20.2959327697754
507	Nalidixic acid	2.38643074035645	0
508	Cephalothin	3.14203929901123	16.7410068511963
509	Ceftazidime	90.0701522827148	55.7503547668457
510	Cefaclor	13.3032636642456	13.7478294372559
511	Piperacillin	46.310131072998	18.5935478210449
512	Cefotaxime	49.3988838195801	52.6772956848145
513	Cephalothin	3.15417885780334	15.8099088668823
514	Cefoxitin	19.3979797363281	37.9499435424805
515	Ceftazidime	83.8007049560547	56.772346496582
516	Piperacillin	50.7937850952148	28.0222206115723
517	Cefmetazole	134.289016723633	145.431610107422
518	Aztreonam	45.7493095397949	48.7801399230957
519	Cefamandole	58.0786323547363	53.7686958312988
520	Nalidixic acid	2.38562917709351	0
521	Cefoxitin	19.2568778991699	37.089656829834
522	Ceftriaxone	210.117462158203	160.967407226563
523	Nalidixic acid	2.3872537612915	0
524	Nalidixic acid	2.38753843307495	0
525	Cefamandole	78.5115661621094	61.9948768615723
526	Sulbenicillin	3.2058436870575	16.3978996276855
527	BL-S217	19.2315101623535	31.1848220825195
528	Cefotaxime	42.75537109375	48.2184753417969
529	Cefaclor	13.1390714645386	14.1520967483521
530	Cefotaxime	49.9541625976563	55.1158294677734
531	Nocardicin B	40.2327461242676	0
532	Piperacillin	49.4450950622559	27.4886112213135
533	Cefmetazole	157.219039916992	151.998809814453
534	Ceftriaxone	171.169708251953	135.414993286133
535	Sulbenicillin	3.14107728004456	16.4818515777588
536	Cefuroxime	40.9819526672363	20.0461692810059
537	Ceftizoxime	48.0021667480469	52.0218658447266
538	Ceftizoxime	45.6132736206055	49.7839584350586
539	LY097964	44.7589302062988	47.7848014831543
540	Piperacillin	55.3353462219238	31.3125133514404
541	BL-S217	16.4130001068115	28.6378879547119
542	Cephalothin	3.29862976074219	18.2665977478027
543	Piperacillin	53.8026885986328	30.497917175293
544	Cefaclor	13.2660799026489	13.8538656234741
545	Nalidixic acid	2.39031028747559	0
546	BL-S217	16.2079181671143	28.0171813964844
547	Cefuroxime	41.5748519897461	20.1591129302979
548	Nalidixic acid	2.38137698173523	0
549	Piperacillin	47.6159172058105	21.1252021789551
550	Cephaloglycin	12.5616769790649	13.6511497497559
551	Nocardicin B	40.3080406188965	0
552	Nalidixic acid	2.38789176940918	0
553	LY097964	45.3848915100098	46.215705871582
554	BL-S217	14.8023948669434	27.8098678588867
555	Piperacillin	57.3594779968262	31.8401546478271
556	Cephalosporin C	18.131275177002	13.4791526794434
557	Cefoxitin	19.1665706634521	36.3958740234375
558	BL-S217	14.6985082626343	27.0626087188721
559	BL-S217	16.111780166626	28.249870300293
560	Nocardicin B	41.9135589599609	0
561	Cephaloglycin	12.1257076263428	13.2738876342773
562	Cephaloglycin	12.2029342651367	13.0017061233521
563	Cephalothin	3.31474828720093	18.9624328613281
564	BL-S217	13.8492050170898	25.9640960693359
565	Cefotaxime	47.5678253173828	50.4922370910645
566	Ceftriaxone	170.068954467773	129.441543579102
567	Cephalothin	3.18598103523254	18.8318653106689
