No.	NAME	X1A	X2A	X3A	X4A	X5A	X3v	X5v	X0Av	X2Av	X4Av	X4sol
45	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
46	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
47	Cefmetazole	0.448481508825259	0.277581032369011	0.168136815118996	0.106790172153963	0.0666309997010304	7.56984551024351	4.18532207785728	0.609141707199167	0.197252522191169	0.0671570076267874	11.3630379960171
48	Ceftazidime	0.437272704638642	0.286437508569213	0.175867661388216	0.108268259787163	0.0688661666731374	7.61201444715492	3.95756096516	0.572936943586501	0.180170063620811	0.0557768738148655	12.0945207513065
49	Cefoperazone	0.437711391842614	0.277230514173411	0.174872984953003	0.111175845391126	0.070106037883668	9.61658536330341	5.06894100515626	0.566628148018986	0.169411595408948	0.0572932513556714	15.4661314742191
50	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
51	Ofloxacin	0.426893719072749	0.271284707735669	0.163825136666927	0.0997073121902043	0.0616532420703946	5.45354636825706	3.06624722069573	0.566155230426969	0.16624448854722	0.0430952932410904	8.5125693620517
52	Nocardicin B	0.450428946271794	0.293927764528053	0.185978303405866	0.11867111081057	0.0756504749989419	5.65111502002945	2.16201344819026	0.529394391249531	0.153398259032176	0.0428532335538272	9.49368886484559
53	SCE-796	0.439064429098685	0.28392621120073	0.169219297028377	0.111043371395815	0.0697997579971781	7.1488316715507	3.96964926610414	0.539682740773359	0.165685148198076	0.0542503757741277	11.8963007691262
54	Cefsulodin	0.435515117144417	0.287696262721411	0.16676842331526	0.109866482700262	0.0691781883654446	8.19808464498066	4.41027759850174	0.556163585803417	0.18368453752642	0.060269431807406	13.1169388291627
55	SCE-796	0.439064429098685	0.28392621120073	0.169219297028377	0.111043371395815	0.0697997579971781	7.1488316715507	3.96964926610414	0.539682740773359	0.165685148198076	0.0542503757741277	11.8963007691262
56	Ceftazidime	0.437272704638642	0.286437508569213	0.175867661388216	0.108268259787163	0.0688661666731374	7.61201444715492	3.95756096516	0.572936943586501	0.180170063620811	0.0557768738148655	12.0945207513065
57	Cefoperazone	0.437711391842614	0.277230514173411	0.174872984953003	0.111175845391126	0.070106037883668	9.61658536330341	5.06894100515626	0.566628148018986	0.169411595408948	0.0572932513556714	15.4661314742191
58	Aztreonam	0.439749769247162	0.300244410541033	0.179714215964051	0.115818940129957	0.0692711708275308	5.33151698402334	1.73925472270623	0.582355367672971	0.183585444261275	0.0541680037217028	8.79008959130564
59	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
60	Moxalactam	0.438489671286723	0.275627187175808	0.166263906903343	0.107914121181897	0.0664087212940258	6.6962794771945	3.02753173497151	0.541437786408439	0.148936313266796	0.042319173082658	12.4906312432316
61	SCE-796	0.439064429098685	0.28392621120073	0.169219297028377	0.111043371395815	0.0697997579971781	7.1488316715507	3.96964926610414	0.539682740773359	0.165685148198076	0.0542503757741277	11.8963007691262
62	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
63	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
64	Cefoxitin	0.443218890918064	0.281470680420572	0.164037770465781	0.104887882470649	0.0657404514841737	6.49684016066155	3.3638955474477	0.579722472985118	0.18220364090584	0.061128156490277	10.3324674988129
65	Nocardicin B	0.450428946271794	0.293927764528053	0.185978303405866	0.11867111081057	0.0756504749989419	5.65111502002945	2.16201344819026	0.529394391249531	0.153398259032176	0.0428532335538272	9.49368886484559
66	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
67	Cefamandole	0.437644642738521	0.278342527390623	0.174094887612042	0.110489504290743	0.070806645718854	7.28810573118541	4.06599835411108	0.573177302453995	0.180742540051487	0.0637728826539379	11.2929135190141
68	SCE-796	0.439064429098685	0.28392621120073	0.169219297028377	0.111043371395815	0.0697997579971781	7.1488316715507	3.96964926610414	0.539682740773359	0.165685148198076	0.0542503757741277	11.8963007691262
69	Cephalexin	0.438984282996959	0.279220279010429	0.17147869719346	0.109164616360424	0.0701411750614888	5.5081539164614	2.9377706012117	0.569913625632731	0.178738300109634	0.0591944743531237	8.29168311658492
70	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
71	Cefamandole	0.437644642738521	0.278342527390623	0.174094887612042	0.110489504290743	0.070806645718854	7.28810573118541	4.06599835411108	0.573177302453995	0.180742540051487	0.0637728826539379	11.2929135190141
72	Moxalactam	0.438489671286723	0.275627187175808	0.166263906903343	0.107914121181897	0.0664087212940258	6.6962794771945	3.02753173497151	0.541437786408439	0.148936313266796	0.042319173082658	12.4906312432316
73	Nocardicin B	0.450428946271794	0.293927764528053	0.185978303405866	0.11867111081057	0.0756504749989419	5.65111502002945	2.16201344819026	0.529394391249531	0.153398259032176	0.0428532335538272	9.49368886484559
74	Cefoperazone	0.437711391842614	0.277230514173411	0.174872984953003	0.111175845391126	0.070106037883668	9.61658536330341	5.06894100515626	0.566628148018986	0.169411595408948	0.0572932513556714	15.4661314742191
75	SCE-796	0.439064429098685	0.28392621120073	0.169219297028377	0.111043371395815	0.0697997579971781	7.1488316715507	3.96964926610414	0.539682740773359	0.165685148198076	0.0542503757741277	11.8963007691262
76	BL-S217	0.44431499042668	0.294052099962506	0.174537741442761	0.108550193406572	0.0726230551998362	6.74214038976609	3.88253509723411	0.600045904217554	0.198104295076529	0.066531896614328	9.53018882280063
77	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
78	Cyclacillin	0.426886255564781	0.276953053877467	0.162456357299249	0.103023760907835	0.0643914577149446	7.01940562778865	4.02292031264217	0.632271848904086	0.235183952426139	0.0757402978324249	8.55820792836995
79	Cefoperazone	0.437711391842614	0.277230514173411	0.174872984953003	0.111175845391126	0.070106037883668	9.61658536330341	5.06894100515626	0.566628148018986	0.169411595408948	0.0572932513556714	15.4661314742191
80	Moxalactam	0.438489671286723	0.275627187175808	0.166263906903343	0.107914121181897	0.0664087212940258	6.6962794771945	3.02753173497151	0.541437786408439	0.148936313266796	0.042319173082658	12.4906312432316
81	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
82	Cefmetazole	0.448481508825259	0.277581032369011	0.168136815118996	0.106790172153963	0.0666309997010304	7.56984551024351	4.18532207785728	0.609141707199167	0.197252522191169	0.0671570076267874	11.3630379960171
83	Cefotaxime	0.444977808144263	0.287782397516387	0.16788240116634	0.106921559534315	0.0701420694619911	6.14541699277805	3.30379998517485	0.578073312806902	0.175112763501263	0.0562025533489013	10.3719639520625
84	Cefsulodin	0.435515117144417	0.287696262721411	0.16676842331526	0.109866482700262	0.0691781883654446	8.19808464498066	4.41027759850174	0.556163585803417	0.18368453752642	0.060269431807406	13.1169388291627
85	Ofloxacin	0.426893719072749	0.271284707735669	0.163825136666927	0.0997073121902043	0.0616532420703946	5.45354636825706	3.06624722069573	0.566155230426969	0.16624448854722	0.0430952932410904	8.5125693620517
86	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
87	Cephaloglycin	0.443581273601276	0.287543337044103	0.172515397537268	0.107743380093612	0.0703337658900593	5.76163209500427	3.16721039343994	0.560768942046422	0.171989196913058	0.0569339099419749	8.99700372651118
88	Cefoperazone	0.437711391842614	0.277230514173411	0.174872984953003	0.111175845391126	0.070106037883668	9.61658536330341	5.06894100515626	0.566628148018986	0.169411595408948	0.0572932513556714	15.4661314742191
89	Cefaclor	0.438984282996959	0.279220279010429	0.17147869719346	0.109164616360424	0.0701411750614888	5.59783788431291	2.99501838499601	0.575492518092218	0.1808649271368	0.0601174096006456	8.72024431742591
90	Cefaclor	0.438984282996959	0.279220279010429	0.17147869719346	0.109164616360424	0.0701411750614888	5.59783788431291	2.99501838499601	0.575492518092218	0.1808649271368	0.0601174096006456	8.72024431742591
91	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
92	Cephaloridine	0.436829480505103	0.281585685724385	0.170032926171289	0.110246440653429	0.0703620165498537	6.9411533313148	3.73742896906734	0.585508418504995	0.198559327187103	0.0668097895549552	10.4671658592916
93	Cefsulodin	0.435515117144417	0.287696262721411	0.16676842331526	0.109866482700262	0.0691781883654446	8.19808464498066	4.41027759850174	0.556163585803417	0.18368453752642	0.060269431807406	13.1169388291627
94	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
95	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
96	BL-S217	0.44431499042668	0.294052099962506	0.174537741442761	0.108550193406572	0.0726230551998362	6.74214038976609	3.88253509723411	0.600045904217554	0.198104295076529	0.066531896614328	9.53018882280063
97	Cephalosporin C	0.456177263050987	0.296366163004806	0.177522151183221	0.108362947764657	0.0701730972227249	5.64356602035283	2.97292037445313	0.563789338458682	0.186935048600491	0.0638908101621723	7.85147887642836
98	Ceftazidime	0.437272704638642	0.286437508569213	0.175867661388216	0.108268259787163	0.0688661666731374	7.61201444715492	3.95756096516	0.572936943586501	0.180170063620811	0.0557768738148655	12.0945207513065
99	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
100	Cefotaxime	0.444977808144263	0.287782397516387	0.16788240116634	0.106921559534315	0.0701420694619911	6.14541699277805	3.30379998517485	0.578073312806902	0.175112763501263	0.0562025533489013	10.3719639520625
101	Cyclacillin	0.426886255564781	0.276953053877467	0.162456357299249	0.103023760907835	0.0643914577149446	7.01940562778865	4.02292031264217	0.632271848904086	0.235183952426139	0.0757402978324249	8.55820792836995
102	Cefoperazone	0.437711391842614	0.277230514173411	0.174872984953003	0.111175845391126	0.070106037883668	9.61658536330341	5.06894100515626	0.566628148018986	0.169411595408948	0.0572932513556714	15.4661314742191
103	Cefsulodin	0.435515117144417	0.287696262721411	0.16676842331526	0.109866482700262	0.0691781883654446	8.19808464498066	4.41027759850174	0.556163585803417	0.18368453752642	0.060269431807406	13.1169388291627
104	Cefmetazole	0.448481508825259	0.277581032369011	0.168136815118996	0.106790172153963	0.0666309997010304	7.56984551024351	4.18532207785728	0.609141707199167	0.197252522191169	0.0671570076267874	11.3630379960171
105	Ceftazidime	0.437272704638642	0.286437508569213	0.175867661388216	0.108268259787163	0.0688661666731374	7.61201444715492	3.95756096516	0.572936943586501	0.180170063620811	0.0557768738148655	12.0945207513065
106	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
107	Nocardicin B	0.450428946271794	0.293927764528053	0.185978303405866	0.11867111081057	0.0756504749989419	5.65111502002945	2.16201344819026	0.529394391249531	0.153398259032176	0.0428532335538272	9.49368886484559
108	Cephalexin	0.438984282996959	0.279220279010429	0.17147869719346	0.109164616360424	0.0701411750614888	5.5081539164614	2.9377706012117	0.569913625632731	0.178738300109634	0.0591944743531237	8.29168311658492
109	Moxalactam	0.438489671286723	0.275627187175808	0.166263906903343	0.107914121181897	0.0664087212940258	6.6962794771945	3.02753173497151	0.541437786408439	0.148936313266796	0.042319173082658	12.4906312432316
110	SCE-796	0.439064429098685	0.28392621120073	0.169219297028377	0.111043371395815	0.0697997579971781	7.1488316715507	3.96964926610414	0.539682740773359	0.165685148198076	0.0542503757741277	11.8963007691262
111	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
112	Cyclacillin	0.426886255564781	0.276953053877467	0.162456357299249	0.103023760907835	0.0643914577149446	7.01940562778865	4.02292031264217	0.632271848904086	0.235183952426139	0.0757402978324249	8.55820792836995
113	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
114	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
115	Cefaclor	0.438984282996959	0.279220279010429	0.17147869719346	0.109164616360424	0.0701411750614888	5.59783788431291	2.99501838499601	0.575492518092218	0.1808649271368	0.0601174096006456	8.72024431742591
116	Ceftriaxone	0.438879486110978	0.280832969550728	0.171748670406955	0.108930900270421	0.0709066664182411	8.03167927848668	4.47964925369371	0.579711659362845	0.176874507635518	0.0609105139798409	13.4077235754273
117	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
118	BL-S217	0.44431499042668	0.294052099962506	0.174537741442761	0.108550193406572	0.0726230551998362	6.74214038976609	3.88253509723411	0.600045904217554	0.198104295076529	0.066531896614328	9.53018882280063
119	Ceftizoxime	0.442028126221338	0.280686442127835	0.168335960405987	0.108721384768013	0.0721072559795165	5.35403271553387	2.79240063884455	0.575837851651296	0.178951846889962	0.0576394206553423	9.14849250619428
120	Cyclacillin	0.426886255564781	0.276953053877467	0.162456357299249	0.103023760907835	0.0643914577149446	7.01940562778865	4.02292031264217	0.632271848904086	0.235183952426139	0.0757402978324249	8.55820792836995
121	Cephalexin	0.438984282996959	0.279220279010429	0.17147869719346	0.109164616360424	0.0701411750614888	5.5081539164614	2.9377706012117	0.569913625632731	0.178738300109634	0.0591944743531237	8.29168311658492
122	Nocardicin B	0.450428946271794	0.293927764528053	0.185978303405866	0.11867111081057	0.0756504749989419	5.65111502002945	2.16201344819026	0.529394391249531	0.153398259032176	0.0428532335538272	9.49368886484559
123	Cefamandole	0.437644642738521	0.278342527390623	0.174094887612042	0.110489504290743	0.070806645718854	7.28810573118541	4.06599835411108	0.573177302453995	0.180742540051487	0.0637728826539379	11.2929135190141
124	Cefazolin	0.435486273305486	0.282861564887072	0.170810809706124	0.110574628276288	0.0709997786198933	7.52224763937337	4.52646749427904	0.595200354420821	0.208109336672718	0.0735460288813026	11.6237168185407
125	Cephalosporin C	0.456177263050987	0.296366163004806	0.177522151183221	0.108362947764657	0.0701730972227249	5.64356602035283	2.97292037445313	0.563789338458682	0.186935048600491	0.0638908101621723	7.85147887642836
126	Cefoxitin	0.443218890918064	0.281470680420572	0.164037770465781	0.104887882470649	0.0657404514841737	6.49684016066155	3.3638955474477	0.579722472985118	0.18220364090584	0.061128156490277	10.3324674988129
127	Ceftazidime	0.437272704638642	0.286437508569213	0.175867661388216	0.108268259787163	0.0688661666731374	7.61201444715492	3.95756096516	0.572936943586501	0.180170063620811	0.0557768738148655	12.0945207513065
128	Cyclacillin	0.426886255564781	0.276953053877467	0.162456357299249	0.103023760907835	0.0643914577149446	7.01940562778865	4.02292031264217	0.632271848904086	0.235183952426139	0.0757402978324249	8.55820792836995
129	Ceftriaxone	0.438879486110978	0.280832969550728	0.171748670406955	0.108930900270421	0.0709066664182411	8.03167927848668	4.47964925369371	0.579711659362845	0.176874507635518	0.0609105139798409	13.4077235754273
130	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
131	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
132	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
133	Ampicillin	0.432187999620085	0.27992187359319	0.164705364964669	0.104651774740576	0.0660838999619449	5.96644537271	3.32124737197701	0.585340437632859	0.20523797203797	0.0636378262332338	8.78170471290063
134	Ceftazidime	0.437272704638642	0.286437508569213	0.175867661388216	0.108268259787163	0.0688661666731374	7.61201444715492	3.95756096516	0.572936943586501	0.180170063620811	0.0557768738148655	12.0945207513065
135	Cefuroxime	0.446627193887067	0.286459615705053	0.167886061182756	0.107750517634458	0.0698875427775939	5.40052406527474	2.92278739856498	0.542523784350297	0.156801768314913	0.0512158700490878	9.53629163024699
136	Imipenem	0.45167950786633	0.286272442278497	0.160351900544043	0.104164291580214	0.0636638219113037	4.71941892283673	2.61374336487679	0.594952753751293	0.201553283072049	0.0641012406261774	6.79920623014558
137	Cephalosporin C	0.456177263050987	0.296366163004806	0.177522151183221	0.108362947764657	0.0701730972227249	5.64356602035283	2.97292037445313	0.563789338458682	0.186935048600491	0.0638908101621723	7.85147887642836
138	Ceftizoxime	0.442028126221338	0.280686442127835	0.168335960405987	0.108721384768013	0.0721072559795165	5.35403271553387	2.79240063884455	0.575837851651296	0.178951846889962	0.0576394206553423	9.14849250619428
139	Ceftriaxone	0.438879486110978	0.280832969550728	0.171748670406955	0.108930900270421	0.0709066664182411	8.03167927848668	4.47964925369371	0.579711659362845	0.176874507635518	0.0609105139798409	13.4077235754273
140	Cefazolin	0.435486273305486	0.282861564887072	0.170810809706124	0.110574628276288	0.0709997786198933	7.52224763937337	4.52646749427904	0.595200354420821	0.208109336672718	0.0735460288813026	11.6237168185407
