No.	NAME	ZM1Kup	DBI	HNar	Ram	BLI	PJI2	MDDD	ICR	MaxDD	PW2	PW3	PW4	PW5	Psi_i_A	Psi_i_t	Psi_e_1	LOC
22	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
23	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
24	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
25	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
26	Cyclacillin	404.164174761093	3.93700393700591	1.725	11	1.08671749430714	0.833333333333333	16.4574669187145	2.50883602442061	16	0.618219461697722	0.371289455290623	0.194256787460569	0.100444334062871	2.6231884057971	0.000170510512988219	4.11171438029595	0.915677093483039
27	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
28	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
29	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
30	Cefoperazone	920.43859974037	4.89897948556636	1.83333333333333	18	0.954406066960706	1	58.9173553719008	3.33765329053977	26	0.59469696969697	0.365339239832626	0.19164122460705	0.0982594207864596	2.78409090909091	8.3803770238543E-9	7.69794916740144	0.812575683941165
31	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
32	Cefoperazone	920.43859974037	4.89897948556636	1.83333333333333	18	0.954406066960706	1	58.9173553719008	3.33765329053977	26	0.59469696969697	0.365339239832626	0.19164122460705	0.0982594207864596	2.78409090909091	8.3803770238543E-9	7.69794916740144	0.812575683941165
33	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
34	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
35	Cefoperazone	920.43859974037	4.89897948556636	1.83333333333333	18	0.954406066960706	1	58.9173553719008	3.33765329053977	26	0.59469696969697	0.365339239832626	0.19164122460705	0.0982594207864596	2.78409090909091	8.3803770238543E-9	7.69794916740144	0.812575683941165
36	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
37	Ceftriaxone	834.087436817761	4.47213595499958	1.8	15	0.98058004088537	1	43.6296296296296	3.228972140861	23	0.592427248677249	0.357889457225113	0.194614512457558	0.10643404468634	2.875	1.1743405646713E-7	6.12781267757249	1.01888055571581
38	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
39	Cefsulodin	773.7038702522	4.94974746830583	1.79253112033195	15	1.00180463879841	1	42.3888888888889	3.25271527897971	22	0.599603174603175	0.346861946532999	0.18981247627394	0.0990474557544207	2.98842592592593	1.25985927303598E-7	7.77673032180054	0.942355902877938
40	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
41	Nocardicin B	766.692678347923	5.1478150704935	1.77049180327869	13	0.857562972312702	0.909090909090909	51.1388888888889	3.40925616851859	22	0.585251322751323	0.343577176368714	0.166423707562747	0.0863593969434399	2.98611111111111	8.58875040841656E-8	6.06827885720991	1.51679201414931
42	Cyclacillin	404.164174761093	3.93700393700591	1.725	11	1.08671749430714	0.833333333333333	16.4574669187145	2.50883602442061	16	0.618219461697722	0.371289455290623	0.194256787460569	0.100444334062871	2.6231884057971	0.000170510512988219	4.11171438029595	0.915677093483039
43	Cefuroxime	685.917868849732	4.52769256906871	1.79381443298969	11	0.88479539677929	1	29.6551724137931	2.94474156563226	18	0.578366174055829	0.34030635361104	0.194253278868954	0.106400047565931	2.95977011494253	1.81957981428337E-6	4.85844655302287	1.43466765431791
44	Cefuroxime	685.917868849732	4.52769256906871	1.79381443298969	11	0.88479539677929	1	29.6551724137931	2.94474156563226	18	0.578366174055829	0.34030635361104	0.194253278868954	0.106400047565931	2.95977011494253	1.81957981428337E-6	4.85844655302287	1.43466765431791
45	Cefuroxime	685.917868849732	4.52769256906871	1.79381443298969	11	0.88479539677929	1	29.6551724137931	2.94474156563226	18	0.578366174055829	0.34030635361104	0.194253278868954	0.106400047565931	2.95977011494253	1.81957981428337E-6	4.85844655302287	1.43466765431791
46	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
47	Cefmetazole	657.700274359833	4.52769256906871	1.7910447761194	11	1.08502904164511	1	34.6666666666667	3.09473966305518	21	0.578293650793651	0.355971513950189	0.195135187325291	0.100061869108408	2.78611111111111	2.56741774816656E-6	4.99295608228659	1.80346258577232
48	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
49	Cefoperazone	920.43859974037	4.89897948556636	1.83333333333333	18	0.954406066960706	1	58.9173553719008	3.33765329053977	26	0.59469696969697	0.365339239832626	0.19164122460705	0.0982594207864596	2.78409090909091	8.3803770238543E-9	7.69794916740144	0.812575683941165
50	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
51	Ofloxacin	539.893552575037	2.91547594742265	1.85714285714286	12	0.917643079022386	1	20.1656804733728	2.71644706716133	19	0.604212454212454	0.365875494618234	0.204420975074464	0.124687740795159	2.62820512820513	0.0000402400313187397	4.54185351576916	0.849759336184685
52	Nocardicin B	766.692678347923	5.1478150704935	1.77049180327869	13	0.857562972312702	0.909090909090909	51.1388888888889	3.40925616851859	22	0.585251322751323	0.343577176368714	0.166423707562747	0.0863593969434399	2.98611111111111	8.58875040841656E-8	6.06827885720991	1.51679201414931
53	SCE-796	723.107924898852	4.63680924774785	1.82608695652174	14	0.910675657076675	1	41.2897959183673	3.26872828898029	22	0.591496598639456	0.3517529212642	0.193026033910716	0.100952730644857	2.8952380952381	2.4720222499994E-7	6.15455267561303	0.937043105747889
54	Cefsulodin	773.7038702522	4.94974746830583	1.79253112033195	15	1.00180463879841	1	42.3888888888889	3.25271527897971	22	0.599603174603175	0.346861946532999	0.18981247627394	0.0990474557544207	2.98842592592593	1.25985927303598E-7	7.77673032180054	0.942355902877938
55	SCE-796	723.107924898852	4.63680924774785	1.82608695652174	14	0.910675657076675	1	41.2897959183673	3.26872828898029	22	0.591496598639456	0.3517529212642	0.193026033910716	0.100952730644857	2.8952380952381	2.4720222499994E-7	6.15455267561303	0.937043105747889
56	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
57	Cefoperazone	920.43859974037	4.89897948556636	1.83333333333333	18	0.954406066960706	1	58.9173553719008	3.33765329053977	26	0.59469696969697	0.365339239832626	0.19164122460705	0.0982594207864596	2.78409090909091	8.3803770238543E-9	7.69794916740144	0.812575683941165
58	Aztreonam	710.661219984396	5.19615242270663	1.6	13	1.00719052233005	1	24.9285714285714	2.66990951377316	12	0.620578231292517	0.351034494278634	0.155048352393951	0.0706574800866322	3.27380952380952	1.22676082407352E-6	5.9247269838627	1.48826020964175
59	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
60	Moxalactam	853.928470984768	4.84767985741633	1.79253112033195	15	0.858940747900926	0.888888888888889	41.9197530864197	3.13954767005896	23	0.59593253968254	0.368230261118192	0.201650511693186	0.100130085611544	2.95138888888889	8.57758893762773E-8	6.45442559708978	0.942355902877938
61	SCE-796	723.107924898852	4.63680924774785	1.82608695652174	14	0.910675657076675	1	41.2897959183673	3.26872828898029	22	0.591496598639456	0.3517529212642	0.193026033910716	0.100952730644857	2.8952380952381	2.4720222499994E-7	6.15455267561303	0.937043105747889
62	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
63	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
64	Cefoxitin	623.397629725711	4.47213595499958	1.77777777777778	11	0.990558005287952	1	29.0663265306122	2.93719320860759	18	0.586692176870748	0.348617438416019	0.197277924568524	0.104411580259845	2.88988095238095	4.74064587887435E-6	4.81165137078181	1.36033007250651
65	Nocardicin B	766.692678347923	5.1478150704935	1.77049180327869	13	0.857562972312702	0.909090909090909	51.1388888888889	3.40925616851859	22	0.585251322751323	0.343577176368714	0.166423707562747	0.0863593969434399	2.98611111111111	8.58875040841656E-8	6.06827885720991	1.51679201414931
66	Cefuroxime	685.917868849732	4.52769256906871	1.79381443298969	11	0.88479539677929	1	29.6551724137931	2.94474156563226	18	0.578366174055829	0.34030635361104	0.194253278868954	0.106400047565931	2.95977011494253	1.81957981428337E-6	4.85844655302287	1.43466765431791
67	Cefamandole	633.608897513506	4.06201920231798	1.87878787878788	12	0.985301251594228	1	34.9677419354839	3.12744823028718	23	0.590552995391705	0.359386355845958	0.190262082676859	0.0961533253111285	2.70430107526882	2.50463508222434E-6	5.29420881541068	0.778186950928002
68	SCE-796	723.107924898852	4.63680924774785	1.82608695652174	14	0.910675657076675	1	41.2897959183673	3.26872828898029	22	0.591496598639456	0.3517529212642	0.193026033910716	0.100952730644857	2.8952380952381	2.4720222499994E-7	6.15455267561303	0.937043105747889
69	Cephalexin	457.330609992198	3.67423461417477	1.8	10	0.97101963929777	1	18.7708333333333	2.68456081428629	18	0.594345238095238	0.364420454953543	0.195762373175083	0.103359822599529	2.74305555555556	0.0000482578262435517	4.10309982757838	0.88208020839343
70	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
71	Cefamandole	633.608897513506	4.06201920231798	1.87878787878788	12	0.985301251594228	1	34.9677419354839	3.12744823028718	23	0.590552995391705	0.359386355845958	0.190262082676859	0.0961533253111285	2.70430107526882	2.50463508222434E-6	5.29420881541068	0.778186950928002
72	Moxalactam	853.928470984768	4.84767985741633	1.79253112033195	15	0.858940747900926	0.888888888888889	41.9197530864197	3.13954767005896	23	0.59593253968254	0.368230261118192	0.201650511693186	0.100130085611544	2.95138888888889	8.57758893762773E-8	6.45442559708978	0.942355902877938
73	Nocardicin B	766.692678347923	5.1478150704935	1.77049180327869	13	0.857562972312702	0.909090909090909	51.1388888888889	3.40925616851859	22	0.585251322751323	0.343577176368714	0.166423707562747	0.0863593969434399	2.98611111111111	8.58875040841656E-8	6.06827885720991	1.51679201414931
74	Cefoperazone	920.43859974037	4.89897948556636	1.83333333333333	18	0.954406066960706	1	58.9173553719008	3.33765329053977	26	0.59469696969697	0.365339239832626	0.19164122460705	0.0982594207864596	2.78409090909091	8.3803770238543E-9	7.69794916740144	0.812575683941165
75	SCE-796	723.107924898852	4.63680924774785	1.82608695652174	14	0.910675657076675	1	41.2897959183673	3.26872828898029	22	0.591496598639456	0.3517529212642	0.193026033910716	0.100952730644857	2.8952380952381	2.4720222499994E-7	6.15455267561303	0.937043105747889
76	BL-S217	586.682723362846	4.24264068711928	1.79381443298969	11	1.04496112125543	0.888888888888889	33.9881093935791	3.09957691031064	20	0.586535303776683	0.328042349866306	0.174004818272486	0.106854197546313	2.74137931034483	6.07214157265253E-6	4.8109019380034	1.26359612024578
77	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
78	Cyclacillin	404.164174761093	3.93700393700591	1.725	11	1.08671749430714	0.833333333333333	16.4574669187145	2.50883602442061	16	0.618219461697722	0.371289455290623	0.194256787460569	0.100444334062871	2.6231884057971	0.000170510512988219	4.11171438029595	0.915677093483039
79	Cefoperazone	920.43859974037	4.89897948556636	1.83333333333333	18	0.954406066960706	1	58.9173553719008	3.33765329053977	26	0.59469696969697	0.365339239832626	0.19164122460705	0.0982594207864596	2.78409090909091	8.3803770238543E-9	7.69794916740144	0.812575683941165
80	Moxalactam	853.928470984768	4.84767985741633	1.79253112033195	15	0.858940747900926	0.888888888888889	41.9197530864197	3.13954767005896	23	0.59593253968254	0.368230261118192	0.201650511693186	0.100130085611544	2.95138888888889	8.57758893762773E-8	6.45442559708978	0.942355902877938
81	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
82	Cefmetazole	657.700274359833	4.52769256906871	1.7910447761194	11	1.08502904164511	1	34.6666666666667	3.09473966305518	21	0.578293650793651	0.355971513950189	0.195135187325291	0.100061869108408	2.78611111111111	2.56741774816656E-6	4.99295608228659	1.80346258577232
83	Cefotaxime	684.687849920117	4.58257569495584	1.76470588235294	12	0.965914266263204	0.875	31.4355555555556	2.97774716291094	18	0.583531746031746	0.339241409032431	0.191721302929302	0.108897770938973	2.89444444444444	1.5900634712834E-6	5.01976667760956	1.42828238106548
84	Cefsulodin	773.7038702522	4.94974746830583	1.79253112033195	15	1.00180463879841	1	42.3888888888889	3.25271527897971	22	0.599603174603175	0.346861946532999	0.18981247627394	0.0990474557544207	2.98842592592593	1.25985927303598E-7	7.77673032180054	0.942355902877938
85	Ofloxacin	539.893552575037	2.91547594742265	1.85714285714286	12	0.917643079022386	1	20.1656804733728	2.71644706716133	19	0.604212454212454	0.365875494618234	0.204420975074464	0.124687740795159	2.62820512820513	0.0000402400313187397	4.54185351576916	0.849759336184685
86	Cefuroxime	685.917868849732	4.52769256906871	1.79381443298969	11	0.88479539677929	1	29.6551724137931	2.94474156563226	18	0.578366174055829	0.34030635361104	0.194253278868954	0.106400047565931	2.95977011494253	1.81957981428337E-6	4.85844655302287	1.43466765431791
87	Cephaloglycin	572.801684372363	4.30116263352131	1.78723404255319	11	0.946598035623262	0.875	28.8775510204082	2.9722092797271	19	0.587585034013605	0.342368046930464	0.182821625723853	0.104383196664138	2.83928571428571	6.16628862645902E-6	4.76653492620181	1.28702766465314
88	Cefoperazone	920.43859974037	4.89897948556636	1.83333333333333	18	0.954406066960706	1	58.9173553719008	3.33765329053977	26	0.59469696969697	0.365339239832626	0.19164122460705	0.0982594207864596	2.78409090909091	8.3803770238543E-9	7.69794916740144	0.812575683941165
89	Cefaclor	483.533993306308	3.67423461417477	1.8	10	0.978744259626289	1	18.7708333333333	2.68456081428629	18	0.594345238095238	0.364420454953543	0.195762373175083	0.103359822599529	2.83101851851852	0.000033659395798288	4.14789774891798	0.88208020839343
90	Cefaclor	483.533993306308	3.67423461417477	1.8	10	0.978744259626289	1	18.7708333333333	2.68456081428629	18	0.594345238095238	0.364420454953543	0.195762373175083	0.103359822599529	2.83101851851852	0.000033659395798288	4.14789774891798	0.88208020839343
91	Cefuroxime	685.917868849732	4.52769256906871	1.79381443298969	11	0.88479539677929	1	29.6551724137931	2.94474156563226	18	0.578366174055829	0.34030635361104	0.194253278868954	0.106400047565931	2.95977011494253	1.81957981428337E-6	4.85844655302287	1.43466765431791
92	Cephaloridine	509.21164898268	3.60555127546399	1.95348837209302	10	1.03488914695883	0.875	29.9081632653061	2.98522813603425	21	0.581887755102041	0.341640799676514	0.195043034780555	0.102290172141752	2.54761904761905	0.0000194006560263079	4.7308559519504	0.744433197583772
93	Cefsulodin	773.7038702522	4.94974746830583	1.79253112033195	15	1.00180463879841	1	42.3888888888889	3.25271527897971	22	0.599603174603175	0.346861946532999	0.18981247627394	0.0990474557544207	2.98842592592593	1.25985927303598E-7	7.77673032180054	0.942355902877938
94	Cefuroxime	685.917868849732	4.52769256906871	1.79381443298969	11	0.88479539677929	1	29.6551724137931	2.94474156563226	18	0.578366174055829	0.34030635361104	0.194253278868954	0.106400047565931	2.95977011494253	1.81957981428337E-6	4.85844655302287	1.43466765431791
95	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
96	BL-S217	586.682723362846	4.24264068711928	1.79381443298969	11	1.04496112125543	0.888888888888889	33.9881093935791	3.09957691031064	20	0.586535303776683	0.328042349866306	0.174004818272486	0.106854197546313	2.74137931034483	6.07214157265253E-6	4.8109019380034	1.26359612024578
97	Cephalosporin C	635.34415639562	4.69041575982343	1.70526315789474	10	0.988789590866998	1	30.8971193415638	3.08749676110221	18	0.577513227513227	0.334621848803135	0.169209532665013	0.0976496219156025	3.16049382716049	4.04350620212337E-6	4.5686632610128	2.30899490892985
98	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
99	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
100	Cefotaxime	684.687849920117	4.58257569495584	1.76470588235294	12	0.965914266263204	0.875	31.4355555555556	2.97774716291094	18	0.583531746031746	0.339241409032431	0.191721302929302	0.108897770938973	2.89444444444444	1.5900634712834E-6	5.01976667760956	1.42828238106548
101	Cyclacillin	404.164174761093	3.93700393700591	1.725	11	1.08671749430714	0.833333333333333	16.4574669187145	2.50883602442061	16	0.618219461697722	0.371289455290623	0.194256787460569	0.100444334062871	2.6231884057971	0.000170510512988219	4.11171438029595	0.915677093483039
102	Cefoperazone	920.43859974037	4.89897948556636	1.83333333333333	18	0.954406066960706	1	58.9173553719008	3.33765329053977	26	0.59469696969697	0.365339239832626	0.19164122460705	0.0982594207864596	2.78409090909091	8.3803770238543E-9	7.69794916740144	0.812575683941165
103	Cefsulodin	773.7038702522	4.94974746830583	1.79253112033195	15	1.00180463879841	1	42.3888888888889	3.25271527897971	22	0.599603174603175	0.346861946532999	0.18981247627394	0.0990474557544207	2.98842592592593	1.25985927303598E-7	7.77673032180054	0.942355902877938
104	Cefmetazole	657.700274359833	4.52769256906871	1.7910447761194	11	1.08502904164511	1	34.6666666666667	3.09473966305518	21	0.578293650793651	0.355971513950189	0.195135187325291	0.100061869108408	2.78611111111111	2.56741774816656E-6	4.99295608228659	1.80346258577232
105	Ceftazidime	781.258553256524	5.1478150704935	1.79757085020243	15	0.960703598352726	0.888888888888889	43.8802045288532	3.12854205590757	21	0.599581724581725	0.350477085229407	0.172442764917193	0.0936065339357804	2.79954954954955	1.25705646873367E-7	6.38915833568376	1.28682366139063
106	Imipenem	374.724120579123	3.74165738677394	1.71428571428571	8	1.05837835001168	0.833333333333333	17.2	2.528212945841	14	0.575059523809524	0.340979437229437	0.196981284796778	0.106603531577676	2.825	0.000231642801998911	3.32734620571004	2.01211654109663
