No.	NAME	IDDE	IVDE	rGes	IC0	IC1	IC2	IC4	SIC0	SIC1	SIC4	CIC0	BIC2	BIC3
34	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
35	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
36	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
37	Ceftriaxone	4.89214722366454	1.5545851693378	0.972222222222222	2.09534314155401	4.48151514150159	5.28679019882711	5.40217481421173	0.367575703833124	0.786170078641408	0.947676860263926	3.60509657658708	0.876250545913973	0.895374783573957
38	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
39	Cefsulodin	4.29187943270796	1.7049039546465	0.805555555555556	1.91193937960741	4.20704732399828	5.01033476885981	5.34499607716102	0.330707562640447	0.727691673319773	0.924522316896694	3.86942033391725	0.814722080680182	0.86099592561975
40	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
41	Nocardicin B	4.40576458465545	1.56053582761949	0.833333333333333	1.736657032555	4.23375809147804	5.0223907188167	5.42917037983364	0.295217135900061	0.719703380938152	0.92291344796496	4.14598601680684	0.814011631850085	0.868952826559618
42	Cyclacillin	3.88204510813686	1.87336833156964	0.826086956521739	1.71051475115261	3.17943069009632	4.08358737002381	4.56128668417679	0.309676032379233	0.575612388417193	0.825787185961585	3.8130472049044	0.71990147491382	0.782999986589112
43	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
44	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
45	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
46	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
47	Cefmetazole	4.64022392894185	1.69733973550124	0.966666666666667	2.0753147524672	3.955885131308	4.89270217326019	5.14291467335425	0.375720371922589	0.71618371673555	0.931086627482226	3.44824720358981	0.840644627056257	0.883635143621101
48	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
49	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
50	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
51	Ofloxacin	3.84410654481454	1.52623490994952	0.884615384615385	1.73547283810327	3.79558655820363	4.8385668472673	4.8385668472673	0.314194509251442	0.6871628468006	0.875986706723084	3.78808911795375	0.836925409769637	0.836925409769637
52	Nocardicin B	4.40576458465545	1.56053582761949	0.833333333333333	1.736657032555	4.23375809147804	5.0223907188167	5.42917037983364	0.295217135900061	0.719703380938152	0.92291344796496	4.14598601680684	0.814011631850085	0.868952826559618
53	SCE-796	4.61499730265925	1.54617772424095	0.828571428571429	1.82147949847564	4.08457598552666	5.00662135481964	5.34748009475606	0.316510009585918	0.70975774660949	0.929206712163488	3.93340800368783	0.819612230456763	0.867061054925257
54	Cefsulodin	4.29187943270796	1.7049039546465	0.805555555555556	1.91193937960741	4.20704732399828	5.01033476885981	5.34499607716102	0.330707562640447	0.727691673319773	0.924522316896694	3.86942033391725	0.814722080680182	0.86099592561975
55	SCE-796	4.61499730265925	1.54617772424095	0.828571428571429	1.82147949847564	4.08457598552666	5.00662135481964	5.34748009475606	0.316510009585918	0.70975774660949	0.929206712163488	3.93340800368783	0.819612230456763	0.867061054925257
56	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
57	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
58	Aztreonam	4.03558204797057	1.80403892840339	0.857142857142857	2.07001555134399	4.1630459102486	4.62325719626069	4.8154586499	0.381480750556859	0.767202873144207	0.887435255665915	3.35624920335811	0.809075700714549	0.84271119170721
59	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
60	Moxalactam	4.89214722366454	1.7049039546465	0.888888888888889	1.94865950325575	4.40267361311432	5.20841018726853	5.35655833541668	0.338609486722926	0.765032089933852	0.930784195764549	3.80622799890772	0.857095316467435	0.881474556841299
61	SCE-796	4.61499730265925	1.54617772424095	0.828571428571429	1.82147949847564	4.08457598552666	5.00662135481964	5.34748009475606	0.316510009585918	0.70975774660949	0.929206712163488	3.93340800368783	0.819612230456763	0.867061054925257
62	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
63	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
64	Cefoxitin	4.20896608269462	1.72754930518638	0.964285714285714	1.95019589235169	4.21558943788274	5.07863872086086	5.16954781176995	0.357215920736904	0.772166359496407	0.946902200244115	3.50923572628561	0.884554197192073	0.900387971230034
65	Nocardicin B	4.40576458465545	1.56053582761949	0.833333333333333	1.736657032555	4.23375809147804	5.0223907188167	5.42917037983364	0.295217135900061	0.719703380938152	0.92291344796496	4.14598601680684	0.814011631850085	0.868952826559618
66	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
67	Cefamandole	4.63161566522558	1.51435626687671	0.903225806451613	1.96694304642988	4.22676563822302	4.89497467824691	5.23590234442609	0.352185542190463	0.756811820612446	0.937500000000001	3.61801945429127	0.827012634355251	0.874916119396971
68	SCE-796	4.61499730265925	1.54617772424095	0.828571428571429	1.82147949847564	4.08457598552666	5.00662135481964	5.34748009475606	0.316510009585918	0.70975774660949	0.929206712163488	3.93340800368783	0.819612230456763	0.867061054925257
69	Cephalexin	4.00162916738782	1.5545851693378	0.875	1.80305590733328	3.85370169605735	4.59394270791827	4.90305590733328	0.338797495040458	0.724117580573758	0.921293151638692	3.51887218755409	0.818197704861489	0.86098549239297
70	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
71	Cefamandole	4.63161566522558	1.51435626687671	0.903225806451613	1.96694304642988	4.22676563822302	4.89497467824691	5.23590234442609	0.352185542190463	0.756811820612446	0.937500000000001	3.61801945429127	0.827012634355251	0.874916119396971
72	Moxalactam	4.89214722366454	1.7049039546465	0.888888888888889	1.94865950325575	4.40267361311432	5.20841018726853	5.35655833541668	0.338609486722926	0.765032089933852	0.930784195764549	3.80622799890772	0.857095316467435	0.881474556841299
73	Nocardicin B	4.40576458465545	1.56053582761949	0.833333333333333	1.736657032555	4.23375809147804	5.0223907188167	5.42917037983364	0.295217135900061	0.719703380938152	0.92291344796496	4.14598601680684	0.814011631850085	0.868952826559618
74	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
75	SCE-796	4.61499730265925	1.54617772424095	0.828571428571429	1.82147949847564	4.08457598552666	5.00662135481964	5.34748009475606	0.316510009585918	0.70975774660949	0.929206712163488	3.93340800368783	0.819612230456763	0.867061054925257
76	BL-S217	4.4871228053978	1.55594719980261	0.896551724137931	1.87592218222365	3.97448398178769	4.97017552146435	5.09517552146435	0.335888053318429	0.711640226997851	0.912302548281468	3.7090403184975	0.84844514272039	0.869783552678356
77	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
78	Cyclacillin	3.88204510813686	1.87336833156964	0.826086956521739	1.71051475115261	3.17943069009632	4.08358737002381	4.56128668417679	0.309676032379233	0.575612388417193	0.825787185961585	3.8130472049044	0.71990147491382	0.782999986589112
79	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
80	Moxalactam	4.89214722366454	1.7049039546465	0.888888888888889	1.94865950325575	4.40267361311432	5.20841018726853	5.35655833541668	0.338609486722926	0.765032089933852	0.930784195764549	3.80622799890772	0.857095316467435	0.881474556841299
81	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
82	Cefmetazole	4.64022392894185	1.69733973550124	0.966666666666667	2.0753147524672	3.955885131308	4.89270217326019	5.14291467335425	0.375720371922589	0.71618371673555	0.931086627482226	3.44824720358981	0.840644627056257	0.883635143621101
83	Cefotaxime	4.48172767886973	1.5655962303576	0.966666666666667	2.01788532716919	4.31107418408272	5.18639293422382	5.18639293422382	0.36532319963505	0.780488065197729	0.938958044733532	3.50567662888783	0.891105405472211	0.891105405472211
84	Cefsulodin	4.29187943270796	1.7049039546465	0.805555555555556	1.91193937960741	4.20704732399828	5.01033476885981	5.34499607716102	0.330707562640447	0.727691673319773	0.924522316896694	3.86942033391725	0.814722080680182	0.86099592561975
85	Ofloxacin	3.84410654481454	1.52623490994952	0.884615384615385	1.73547283810327	3.79558655820363	4.8385668472673	4.8385668472673	0.314194509251442	0.6871628468006	0.875986706723084	3.78808911795375	0.836925409769637	0.836925409769637
86	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
87	Cephaloglycin	4.37878349348618	1.56005087890449	0.892857142857143	1.81960624826541	3.97587827345026	4.84705292390997	5.11584701035781	0.329426240303157	0.719803327106778	0.926186227484582	3.7039557077916	0.83464038085563	0.870612907162172
88	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
89	Cefaclor	4.00162916738782	1.5545851693378	0.875	1.98069761503096	3.95705616488199	4.55095260950462	4.88512904130463	0.38021217890139	0.759591436404816	0.937743117835711	3.22875575059798	0.823916278247616	0.870936663804769
90	Cefaclor	4.00162916738782	1.5545851693378	0.875	1.98069761503096	3.95705616488199	4.55095260950462	4.88512904130463	0.38021217890139	0.759591436404816	0.937743117835711	3.22875575059798	0.823916278247616	0.870936663804769
91	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
92	Cephaloridine	4.13753751126605	1.43156028428332	0.892857142857143	1.82624468391084	3.97264136351633	4.92274997467552	5.18074198521856	0.332537060237712	0.723369925202722	0.943350430964908	3.66560841241883	0.842144958211026	0.886280181826942
93	Cefsulodin	4.29187943270796	1.7049039546465	0.805555555555556	1.91193937960741	4.20704732399828	5.01033476885981	5.34499607716102	0.330707562640447	0.727691673319773	0.924522316896694	3.86942033391725	0.814722080680182	0.86099592561975
94	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
95	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
96	BL-S217	4.4871228053978	1.55594719980261	0.896551724137931	1.87592218222365	3.97448398178769	4.97017552146435	5.09517552146435	0.335888053318429	0.711640226997851	0.912302548281468	3.7090403184975	0.84844514272039	0.869783552678356
97	Cephalosporin C	4.60673935401532	1.57901320727997	0.925925925925926	1.88258873050183	3.92584766716446	5.03063337405937	5.16396670739271	0.342796629385445	0.714849359278782	0.940295855845798	3.60926436582784	0.882499179501868	0.905889187979462
98	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
99	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
100	Cefotaxime	4.48172767886973	1.5655962303576	0.966666666666667	2.01788532716919	4.31107418408272	5.18639293422382	5.18639293422382	0.36532319963505	0.780488065197729	0.938958044733532	3.50567662888783	0.891105405472211	0.891105405472211
101	Cyclacillin	3.88204510813686	1.87336833156964	0.826086956521739	1.71051475115261	3.17943069009632	4.08358737002381	4.56128668417679	0.309676032379233	0.575612388417193	0.825787185961585	3.8130472049044	0.71990147491382	0.782999986589112
102	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
103	Cefsulodin	4.29187943270796	1.7049039546465	0.805555555555556	1.91193937960741	4.20704732399828	5.01033476885981	5.34499607716102	0.330707562640447	0.727691673319773	0.924522316896694	3.86942033391725	0.814722080680182	0.86099592561975
104	Cefmetazole	4.64022392894185	1.69733973550124	0.966666666666667	2.0753147524672	3.955885131308	4.89270217326019	5.14291467335425	0.375720371922589	0.71618371673555	0.931086627482226	3.44824720358981	0.840644627056257	0.883635143621101
105	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
106	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
107	Nocardicin B	4.40576458465545	1.56053582761949	0.833333333333333	1.736657032555	4.23375809147804	5.0223907188167	5.42917037983364	0.295217135900061	0.719703380938152	0.92291344796496	4.14598601680684	0.814011631850085	0.868952826559618
108	Cephalexin	4.00162916738782	1.5545851693378	0.875	1.80305590733328	3.85370169605735	4.59394270791827	4.90305590733328	0.338797495040458	0.724117580573758	0.921293151638692	3.51887218755409	0.818197704861489	0.86098549239297
109	Moxalactam	4.89214722366454	1.7049039546465	0.888888888888889	1.94865950325575	4.40267361311432	5.20841018726853	5.35655833541668	0.338609486722926	0.765032089933852	0.930784195764549	3.80622799890772	0.857095316467435	0.881474556841299
110	SCE-796	4.61499730265925	1.54617772424095	0.828571428571429	1.82147949847564	4.08457598552666	5.00662135481964	5.34748009475606	0.316510009585918	0.70975774660949	0.929206712163488	3.93340800368783	0.819612230456763	0.867061054925257
111	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
112	Cyclacillin	3.88204510813686	1.87336833156964	0.826086956521739	1.71051475115261	3.17943069009632	4.08358737002381	4.56128668417679	0.309676032379233	0.575612388417193	0.825787185961585	3.8130472049044	0.71990147491382	0.782999986589112
113	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
114	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
115	Cefaclor	4.00162916738782	1.5545851693378	0.875	1.98069761503096	3.95705616488199	4.55095260950462	4.88512904130463	0.38021217890139	0.759591436404816	0.937743117835711	3.22875575059798	0.823916278247616	0.870936663804769
116	Ceftriaxone	4.89214722366454	1.5545851693378	0.972222222222222	2.09534314155401	4.48151514150159	5.28679019882711	5.40217481421173	0.367575703833124	0.786170078641408	0.947676860263926	3.60509657658708	0.876250545913973	0.895374783573957
117	Cefuroxime	4.58211892616205	1.55594719980261	0.96551724137931	1.94571891558894	4.36763389097121	5.16954781176995	5.21500235722449	0.356395876256913	0.800016228074196	0.955228075285644	3.51371270304836	0.89621751329347	0.904097730515256
118	BL-S217	4.4871228053978	1.55594719980261	0.896551724137931	1.87592218222365	3.97448398178769	4.97017552146435	5.09517552146435	0.335888053318429	0.711640226997851	0.912302548281468	3.7090403184975	0.84844514272039	0.869783552678356
119	Ceftizoxime	4.40385618977472	1.55352095112747	0.96	2.06500614148404	4.36725716404165	4.9728347844894	4.9728347844894	0.396395935724962	0.838333095148915	0.954579000034683	3.14444722414491	0.897759922412236	0.897759922412236
120	Cyclacillin	3.88204510813686	1.87336833156964	0.826086956521739	1.71051475115261	3.17943069009632	4.08358737002381	4.56128668417679	0.309676032379233	0.575612388417193	0.825787185961585	3.8130472049044	0.71990147491382	0.782999986589112
121	Cephalexin	4.00162916738782	1.5545851693378	0.875	1.80305590733328	3.85370169605735	4.59394270791827	4.90305590733328	0.338797495040458	0.724117580573758	0.921293151638692	3.51887218755409	0.818197704861489	0.86098549239297
122	Nocardicin B	4.40576458465545	1.56053582761949	0.833333333333333	1.736657032555	4.23375809147804	5.0223907188167	5.42917037983364	0.295217135900061	0.719703380938152	0.92291344796496	4.14598601680684	0.814011631850085	0.868952826559618
123	Cefamandole	4.63161566522558	1.51435626687671	0.903225806451613	1.96694304642988	4.22676563822302	4.89497467824691	5.23590234442609	0.352185542190463	0.756811820612446	0.937500000000001	3.61801945429127	0.827012634355251	0.874916119396971
