No.	NAME	SP01	SP04
185	Cefazolin	4.62135080613867	7.48050908402739
186	Ofloxacin	4.34906636665264	7.41331903854767
187	Cefotaxime	4.737596263137	8.22416164775579
188	Cefmetazole	4.71961093015242	7.54322378940631
189	Cefuroxime	4.71206077441017	8.10102540257537
190	Cefazolin	4.83976762360951	8.85208163039066
191	SCE-796	4.79512263163507	7.7207164924107
192	Cephalosporin C	4.69332629829595	8.29339852932981
193	Ceftriaxone	4.98924296326679	8.83386170733254
194	Nocardicin B	5.14082159947908	9.20704864432227
195	Ceftriaxone	4.83083448370746	7.82758441265164
196	Aztreonam	4.56074148798998	7.62550699736698
197	Imipenem	4.16004728571744	7.06643644033238
198	Penicillin N	4.33108814586797	7.33888749711988
199	Ceftriaxone	4.84722769408063	7.97356977476597
200	Cephaloglycin	4.71749464918796	8.43462684545111
201	LY097964	4.44584220580117	7.49778141886632
202	Cefacetrile	4.38143669276057	7.63811919779206
203	Ampicillin	4.26828065182279	6.86551941843148
204	Ceftriaxone	4.79231591254361	7.65069055138672
205	Cyclacillin	4.31749974437508	7.33134866102404
206	Cefoperazone	5.27810472314716	9.06664902230018
207	Cefazolin	4.84756468821631	8.88446330402305
208	Cefacetrile	4.37526528122878	7.61306492073574
209	Cephalosporin C	4.51910802580052	7.3554264788778
210	SCE-796	4.92505934163017	8.56906794016487
211	Ceftizoxime	4.40151845097844	7.22005203084534
212	Cefotaxime	4.69511840963662	7.93793451314979
213	Ofloxacin	4.35323356669648	7.43608816890219
214	Cefamandole	4.90010555075574	8.81550866894732
215	Cefazolin	4.80613901908767	8.57612678064882
216	Imipenem	4.10244909816504	6.76906218089749
217	LY097964	4.43929511241704	7.45654385898484
218	Aztreonam	4.56929463825704	7.61725844975882
219	Cephalothin	4.49944945444074	7.41645632488427
220	Cefazolin	4.84637673134357	8.89470291581285
221	Aztreonam	4.55662926880819	7.53505018583728
222	Cefacetrile	4.40557247988296	7.75280759602417
223	Ofloxacin	4.34527613238961	7.39045773327721
224	Cyclacillin	4.32915146394286	7.37643417887276
225	Cefamandole	4.9303748255782	9.01609653226856
226	LY097964	4.42286255007474	7.32972693086141
227	Sulbenicillin	4.4599587400716	7.32146993400719
228	Ceftizoxime	4.40132357263601	7.23749200008205
229	Cefoperazone	5.33473982674203	9.49013787299569
230	Ceftizoxime	4.38219618599469	7.10197916031541
231	Ceftazidime	5.06714099328955	8.78783242205848
232	Aztreonam	4.56815953538478	7.61524433626547
233	Cephalexin	4.29989961559391	7.04364254137538
234	Aztreonam	4.57055940437646	7.57018698762917
235	Cephaloridine	4.73114282294064	8.29847269588968
236	Cyclacillin	4.2820435532142	7.0923330715087
237	Ceftriaxone	4.89377184916969	8.19684579413768
238	Imipenem	4.14713691384051	7.02702414694109
239	Cephalosporin C	4.60934377045791	7.80360697762764
240	Ceftriaxone	4.84416674520611	7.98246735189242
241	Cephaloridine	4.74484285670238	8.37224404764847
242	Imipenem	4.13363656149435	7.08207192631702
243	LY097964	4.40598434625307	7.23524849982111
244	Cefmetazole	4.8314271404053	8.3524719816309
245	Aztreonam	4.51134510843786	7.22166226958723
246	Ceftriaxone	4.81283276762102	7.76925629892529
247	Cephaloglycin	4.62734563942715	7.89224535156559
248	Ofloxacin	4.35800599866872	7.46529842822156
249	SCE-796	4.80574633850014	7.75558781700321
250	Cefamandole	4.82058169726505	8.4535107475245
251	Imipenem	4.09460715606784	6.73330428437445
252	Ceftizoxime	4.43929455675114	7.44768590519079
253	Cefazolin	4.61002438924522	7.48125354092603
254	Aztreonam	4.57181716291909	7.64304800899662
255	Ceftriaxone	4.87741293965784	8.14807908423045
256	Ofloxacin	4.34590227257264	7.41904818713128
257	BL-S217	4.84032873889577	8.82222425644277
258	LY097964	4.394548307192	7.22115087368499
259	Cefacetrile	4.31820901364458	7.30863405980078
260	Ceftriaxone	4.78168976105281	7.61721744012779
261	LY097964	4.45543888430304	7.47322632463873
262	Nocardicin B	5.22332072385131	9.72081189406769
263	Cefacetrile	4.38016202152352	7.64542213757472
264	Cefuroxime	4.72638783497253	8.20701516021494
265	Penicillin N	4.32420425814217	7.30353159471185
266	Penicillin N	4.23657927027541	6.67802585599886
267	Cefuroxime	4.72886678237821	8.17149833481509
268	Cephaloridine	4.7249164743984	8.2290376683947
269	Cefoxitin	4.6467142478837	7.74087975333773
270	Cefoxitin	4.65357276965879	7.80527520669052
271	LY097964	4.43250169804588	7.35780767116897
272	Nocardicin B	5.07336175436464	8.69489399248501
273	Ceftizoxime	4.39606701798017	7.20035047671657
274	Piperacillin	4.90504049716942	8.25231492814854
275	Aztreonam	4.59560792134285	7.71213816238964
276	Cefoxitin	4.64598256838555	7.75322632968778
277	Ceftriaxone	4.88110495403731	8.17583530327255
278	Cefacetrile	4.38432834966377	7.66877050225292
279	Cephalosporin C	4.48333198638916	7.12119347818035
280	Cyclacillin	4.28566355480865	7.11533392795601
281	Cefazolin	4.86451041134206	8.98771223494904
282	Cephalosporin C	4.71249047993899	8.41011983223427
283	Ceftazidime	5.03717308609644	8.63505023073821
284	LY097964	4.42468330409138	7.34115613109077
285	LY097964	4.40349785317963	7.20157924693673
286	Aztreonam	4.56613313682882	7.56681127420051
287	Ofloxacin	4.3502976454785	7.4130803556315
288	Cefacetrile	4.34338151106092	7.42865871909981
289	Cephaloridine	4.70062163922196	8.09042998024782
290	LY097964	4.4233964044205	7.34479057027475
291	Ceftizoxime	4.39323248565867	7.1796078147848
292	Aztreonam	4.52581993919589	7.26467789961353
293	Ceftizoxime	4.3944568436813	7.20123158815536
294	Ceftriaxone	4.89660781997192	8.31424309830942
295	Nocardicin B	4.93242108707815	7.91115189344963
296	Cefotaxime	4.72532692227142	8.1094312153344
297	Cefuroxime	4.74504209747347	8.29391368476038
298	Cefmetazole	4.94284161346011	8.87816213671288
299	Cefacetrile	4.30621531297556	7.20318112082102
300	Aztreonam	4.53800131502679	7.33085595661807
301	Ceftriaxone	4.83119029023251	7.92485474973459
302	Cephalexin	4.32277548752687	7.18435287486969
303	Carbenicillin	4.44498467339595	7.52217911370471
304	Ceftizoxime	4.37033439182066	7.05392630738111
305	Ceftriaxone	4.95701001327517	8.67320689161989
306	Moxalactam	5.04253180144617	8.93938893427116
307	Cephaloridine	4.71678485812837	8.16771049458619
308	Ceftizoxime	4.40928820453013	7.26923669927688
309	Ceftizoxime	4.40089321751814	7.23197220888181
310	Cephalexin	4.31185102382039	7.22532038776245
311	Cephalosporin C	4.54656028568067	7.42720692068136
312	Ampicillin	4.31337095478272	7.21154800555496
313	Sulbenicillin	4.52535612347798	7.63862380678034
314	Cefotaxime	4.68466350527396	7.77758562036417
315	Cephalosporin C	4.54731865092638	7.45676834425628
316	Ceftriaxone	4.85540976792093	8.03895847736469
317	LY097964	4.42874045195936	7.35315605612105
318	Carbenicillin	4.43174774361899	7.47738551155357
319	Cefazolin	4.83381871780051	8.83596319506899
320	Aztreonam	4.54160344319907	7.37013316223854
321	LY097964	4.41198631745262	7.26092621388778
322	Aztreonam	4.55488574716775	7.49830959191605
323	Nocardicin B	4.93739425893336	8.0422413042001
324	Cephaloglycin	4.69422452922468	8.30038275307557
325	Cephalexin	4.31163900220234	7.20934372250576
326	LY097964	4.40276624379196	7.21705889765296
327	Cephalexin	4.28865131405187	6.9607065421423
328	Moxalactam	4.87095092956571	7.88752007328375
329	LY097964	4.41690383117145	7.28999287386158
330	Cephaloglycin	4.59569830162547	7.61951221693478
331	BL-S217	4.7013773795956	8.01025620519506
332	Ceftizoxime	4.41158140627748	7.26059969354622
333	Moxalactam	4.9067761802432	8.11124279413534
334	Aztreonam	4.54529781142844	7.37212683110568
335	LY097964	4.41750701219329	7.33048744343204
336	Cephalothin	4.58508170225304	8.06494007150579
337	Cefoxitin	4.65100779559981	7.78242975479424
338	Cefacetrile	4.3098958037267	7.21895825526854
339	Moxalactam	4.84346212907628	7.70652161464721
340	Cefazolin	4.81648471828041	8.70895414684955
341	Ampicillin	4.32043447120189	7.17819079699136
342	Cefaclor	4.30681932813691	7.09682711672169
343	Aztreonam	4.57927316227311	7.62197799881692
344	Carbenicillin	4.45266736826983	7.58137961437189
345	Cephalosporin C	4.53590490649704	7.39816308267162
346	Ceftazidime	5.06972301310552	8.87025931599571
347	Cefamandole	4.8062337249924	8.42065681744052
348	Aztreonam	4.53594127499584	7.39831713714584
349	Ofloxacin	4.34469973251463	7.38823799908621
350	Cefmetazole	4.84255903518136	8.34813875511165
351	Penicillin N	4.31118299796373	7.15157583968411
352	Carbenicillin	4.4290411599353	7.46783699833246
353	Ceftizoxime	4.40589740391094	7.27118186386359
354	Cefazolin	4.77975838422407	8.43784832684428
355	Moxalactam	4.85900835062721	7.83768000521647
356	Moxalactam	5.01675550646628	8.8365477184456
357	Carbenicillin	4.48494214650452	7.77044475409126
358	Cephaloridine	4.69952042270982	8.06536491166471
359	Aztreonam	4.55549997557155	7.5063705323925
360	Ampicillin	4.32276364766555	7.26042114593977
361	Sulbenicillin	4.51318521922418	7.59565408021032
362	LY097964	4.45368848592305	7.57345800008062
363	Cefotaxime	4.75944078706044	8.33080811914621
364	Carbenicillin	4.49548099437448	7.85674449158541
365	Penicillin N	4.30920624129518	7.2427017815938
366	LY097964	4.45243387556137	7.48407277224304
367	Nocardicin B	5.19560810271768	9.57651245191268
368	Cephalosporin C	4.50901280254528	7.23863910420024
369	Nocardicin B	5.04242005491703	8.51749326367849
370	Nocardicin B	5.0009385472231	8.37012826878844
371	LY097964	4.42755962531316	7.37400091885326
372	Cefamandole	4.88248052709953	8.72732764520727
373	Sulbenicillin	4.50115108691765	7.51908724902233
374	Sulbenicillin	4.47969679051308	7.49138389183857
375	LY097964	4.42978720548492	7.31799384884949
376	Carbenicillin	4.48486793586821	7.80152935471219
377	Ceftazidime	5.04790189433615	8.75464290891769
378	Moxalactam	4.82897520123664	7.67611826250167
379	Cephaloglycin	4.63115781579969	7.97799486821333
380	Cefazolin	4.66804353557343	7.91613340413718
381	Penicillin N	4.38606186334366	7.63959790802102
382	Aztreonam	4.53999706840718	7.35542468935531
383	Nocardicin B	4.88040775926118	7.65799624319643
384	Ceftriaxone	4.9461176606007	8.59669505610839
385	Cephaloridine	4.70881290448219	8.1254314643813
386	Cefotaxime	4.69514531302587	7.87134239521777
387	Cefmetazole	4.67984954468934	7.34247566125375
388	Aztreonam	4.55150073580716	7.39867182960301
389	Piperacillin	4.89491871902636	8.33471561896612
390	Aztreonam	4.55623778029449	7.45321539967361
391	Cefotaxime	4.74720478355482	8.24253316143448
392	Moxalactam	4.98691359699613	8.61975216494742
393	Sulbenicillin	4.4934632349451	7.52652484082751
394	Ampicillin	4.30633132806964	7.12016527380024
395	Ceftazidime	5.07113547833565	8.88982182903611
396	Cefazolin	4.8169140240155	8.71477249726749
397	LY097964	4.43876272833669	7.43690788365785
398	Aztreonam	4.54946742039923	7.47331584002341
399	Nocardicin B	4.92831274784831	7.95756652435237
400	Cefacetrile	4.30486875898653	7.21108311114718
401	Ceftizoxime	4.39782071243475	7.16669353604256
402	Cefotaxime	4.75368628582195	8.29664296159578
403	Cefmetazole	4.96182256850244	9.00815660263226
404	BL-S217	4.69927450314724	7.99194921598536
405	Ceftriaxone	4.93944039996203	8.53777776348101
406	Ceftriaxone	4.91930316218728	8.50687255717932
407	Cefaclor	4.28197562390848	6.92741046944637
408	Cefotaxime	4.70587870473532	7.88156634712098
409	Piperacillin	4.8493315846457	7.96611777918492
410	Carbenicillin	4.48538440745118	7.81500154701556
411	Penicillin N	4.36471335195453	7.56917161919423
412	Moxalactam	4.85102962688496	7.79988646965865
413	Ceftizoxime	4.42585784283347	7.41197868205815
414	Penicillin N	4.30093320272818	7.15462475361742
415	Carbenicillin	4.43839290939541	7.52079214396783
416	Cefoxitin	4.66623975228493	7.86442321482905
417	Cefazolin	4.69331272792247	7.99887689778509
418	Cephalothin	4.54477869985168	7.82541034897464
419	Penicillin N	4.20506674049066	6.52337908174045
420	Cefoxitin	4.66554212723212	7.84886099835513
421	Ceftizoxime	4.39981412424694	7.22364359316515
422	LY097964	4.40604032395771	7.27037461573328
423	Cefamandole	4.60782235618916	7.33496295331555
424	Cefaclor	4.31769244078137	7.27195167249545
425	Cefamandole	4.80723183313462	8.35371162029177
426	Penicillin N	4.28468797792417	7.03868887769537
427	Cefotaxime	4.71546465080561	8.0995953318555
428	Cefoxitin	4.68366941090828	8.07617473235709
429	Cephalothin	4.56194221425773	7.92195028895317
430	Cefuroxime	4.73927198018948	8.25769743320252
431	Nocardicin B	4.85631102296926	7.62591706878491
432	Cephaloglycin	4.62506748241015	7.97476346188494
433	Ofloxacin	4.34809476182041	7.40998160231863
434	Ceftizoxime	4.39321157004437	7.16722522634229
435	Ceftizoxime	4.40714092499203	7.2981596112467
436	Cephalexin	4.30362125540373	7.10871064597995
437	Cephalexin	4.2710896910823	6.85785273759063
438	Sulbenicillin	4.48952445001647	7.58336617511056
439	Piperacillin	4.87670124844877	8.07678130868503
440	Cephaloglycin	4.63687184825933	8.00066246862123
441	Cephalexin	4.32228809998878	7.25609090205069
442	Cephaloridine	4.77546295578384	8.52552040788271
443	Ampicillin	4.33992855446984	7.31745486824353
444	Cefotaxime	4.70131298954809	7.90851771129405
445	Cefoxitin	4.69158328240261	8.03398424621923
446	Cefotaxime	4.71971290349681	8.01975412973125
447	Cefotaxime	4.72624966363263	8.02649534018922
448	Cefmetazole	4.82431723954554	8.14118851121054
449	Carbenicillin	4.48598831707004	7.77076206372181
450	Piperacillin	4.95485175961754	8.60866720309774
451	Cefotaxime	4.70292984288556	7.93696509644798
452	Sulbenicillin	4.49557105909734	7.51931037661521
453	Nalidixic acid	3.75314849596083	5.83249073011064
454	Ampicillin	4.38714876698676	7.6432056477742
455	Nalidixic acid	3.75387535767989	5.84821445305398
456	Penicillin N	4.3354213350984	7.31854015684911
457	Cephaloglycin	4.68898724537082	8.242651983688
458	Cefotaxime	4.71291981604292	8.02316969437031
459	Ceftriaxone	4.97544056191186	8.753659178708
460	Nalidixic acid	3.75416398530125	5.85042010486613
461	Carbenicillin	4.48784919839711	7.77093015402645
462	Cephalothin	4.56688569153066	7.92063659478313
463	Piperacillin	4.85887283547694	8.02082069401884
464	Penicillin N	4.25606001508631	6.84130225245219
465	Cefoxitin	4.5760009705232	7.3786099896665
466	Cefamandole	4.8465965321839	8.62416219849014
467	Carbenicillin	4.47539853772405	7.67725631200131
468	Sulbenicillin	4.50227670300326	7.60299701874886
469	Ceftriaxone	4.94278289536489	8.57983520196592
470	Cefotaxime	4.73689276464677	8.08391603957984
471	Penicillin N	4.24689995918431	6.79130097798275
472	Nocardicin B	4.98231460967655	8.27750355499996
473	Cefotaxime	4.74772347764552	8.22260990231713
474	Ampicillin	4.33748710624958	7.34361541501997
475	Cefotaxime	4.73678059842994	8.16732482244125
476	Cephalothin	4.56639877291336	7.92338854860957
477	LY097964	4.44356060264211	7.43321101517519
478	Cephalexin	4.35288695436264	7.4420938520028
479	Ceftriaxone	4.88036397066377	8.18143335577091
480	Sulbenicillin	4.50523553608022	7.57852403270715
481	Moxalactam	4.84198537275198	7.78792589941613
482	Nalidixic acid	3.75407778424703	5.84845288566524
483	Cephalothin	4.48838122170896	7.32221025422853
484	Cephalothin	4.58399485174681	8.04890584060248
485	Cefamandole	4.7807011343336	8.14902556689803
486	Cefotaxime	4.69868523308697	7.87210810334847
487	Cefmetazole	4.653935874796	7.24263943212907
488	Cefmetazole	4.84527394636761	8.39221141866176
489	Ampicillin	4.36227138158686	7.44468591688361
490	Nalidixic acid	3.75209998284019	5.82653569117498
491	Cefotaxime	4.74002552373623	8.20541828662754
492	Ceftizoxime	4.41069359804457	7.33305243263865
493	Nalidixic acid	3.76398190778985	5.88921874104914
494	Cefmetazole	4.80462232116927	8.12012841362076
495	Cefaclor	4.30231722009544	7.05347277097053
496	Ampicillin	4.35420315982666	7.43324225801462
497	Piperacillin	4.86551145835145	8.02059240315541
498	Nocardicin B	4.94781064695519	8.08965997733409
499	Nalidixic acid	3.7546182637024	5.85946875887941
500	Nocardicin B	4.97201532290859	8.0739800997808
501	Nalidixic acid	3.75625914592245	5.85486542670941
502	Piperacillin	4.95071757031994	8.62925430273502
503	LY097964	4.41167490902217	7.22553099315303
504	LY097964	4.41699614742175	7.25889663766233
505	Cefotaxime	4.780316307169	8.47002336835077
506	Cefuroxime	4.74487318364232	8.33646209565746
507	Nalidixic acid	3.75384078370299	5.8512511015108
508	Cephalothin	4.46227456342629	7.18374288914653
509	Ceftazidime	5.08390852875277	8.94825143889042
510	Cefaclor	4.26908806558961	6.83781499938612
511	Piperacillin	4.73973131608394	7.36091889825501
512	Cefotaxime	4.74021076228029	8.24135212363952
513	Cephalothin	4.50666253269108	7.58081839082044
514	Cefoxitin	4.69297921134702	8.12288230858
515	Ceftazidime	5.08721941953004	8.95696319996567
516	Piperacillin	4.8989778128369	8.1961202997466
517	Cefmetazole	4.82397786580554	8.27144611105209
518	Aztreonam	4.53697280412253	7.31447122494514
519	Cefamandole	4.6535608193993	7.3644499608778
520	Nalidixic acid	3.75269132950204	5.82644129119169
521	Cefoxitin	4.69123734487231	8.10596991419425
522	Ceftriaxone	4.93153755164801	8.57155453963998
523	Nalidixic acid	3.75342434934089	5.84282956837411
524	Nalidixic acid	3.75427089039688	5.85604667754662
525	Cefamandole	4.69637652303512	7.69146664569154
526	Sulbenicillin	4.47042629008082	7.38020141868201
527	BL-S217	4.77701479789693	8.41284445282095
528	Cefotaxime	4.65753853288774	7.73944909498993
529	Cefaclor	4.30726440789359	7.07243628474835
530	Cefotaxime	4.76334834712985	8.34787971678286
531	Nocardicin B	4.94718255804456	8.01449347891612
532	Piperacillin	4.85628513688835	7.9965841659769
533	Cefmetazole	4.90576797070096	8.74217156926959
534	Ceftriaxone	4.85442764798202	8.00518840465804
535	Sulbenicillin	4.50635741972114	7.57284931197422
536	Cefuroxime	4.72688163856257	8.21898347321185
537	Ceftizoxime	4.41637153092882	7.26968466914186
538	Ceftizoxime	4.39068192361273	7.11423622474997
539	LY097964	4.43585824938111	7.37197815698247
540	Piperacillin	4.91819370793313	8.5207092667322
541	BL-S217	4.72899560347052	8.13587468349362
542	Cephalothin	4.56379616177803	7.94724058363003
543	Piperacillin	4.91952705040745	8.36113701695891
544	Cefaclor	4.28623248209127	6.96221277364604
545	Nalidixic acid	3.75452602448895	5.85341062179859
546	BL-S217	4.68631705898157	7.89667426120931
