No.	NAME	SPAN	SPAM	MEcc	SPH	PJI3	L/Bw	HOMA	CMBL	AROM	HOMT	DISPm	DISPv	DISPe	DISPp	DISPi	DISPs	QXXs
21	Imipenem	7.50816718938119	0.450470240471935	0.999561977870436	0.871743648133564	0.879488659250001	3.16	-1.9195949399858	0	0	-5.7587848199574	10.2582601780764	8.96603407781086	0.369015322878446	0.383217050115259	0.585575338963179	1.00309406239834	428.1451849912
22	Imipenem	6.68244183498363	0.424978277186774	0.993873075987116	0.814097464918179	0.815570203444821	3.39	-1.59700535524837	0	0	-4.79101606574512	8.24630431530904	7.137796060823	0.303826875725036	0.381993629534205	0.554743571481948	0.832263968727022	394.998705365686
23	Imipenem	5.21704476387633	0.375501278073052	0.991817960246653	0.658659897471981	0.714771718836701	1.41	-1.63338691149559	0	0	-4.90016073448677	9.31002110314168	8.30583806918634	0.290404921517136	0.491165977627369	0.525664313929232	0.821152513690571	514.915500650848
24	Imipenem	7.50521467354006	0.450381660178794	0.994798052547894	0.811118656943466	0.724722444037017	4.64	-1.61001592019993	0	0	-4.8300477605998	7.57121466868925	6.48915896354533	0.298753517861693	0.325968907759477	0.602367583244266	0.824267857956344	354.734123386466
25	Imipenem	6.64367114570791	0.423743648464171	0.997328471206069	0.824625586978839	0.98775938736346	4.8	-1.94746085940432	0	0	-5.84238257821296	6.14442420767389	4.77158833249106	0.262149790352543	0.240567811113731	0.47478227374283	0.759498019848621	301.059011312759
26	Cyclacillin	7.47653444772058	0.403154260251759	0.99826095195514	0.783389795893179	0.814312780555328	7.57	0	0	0	0	9.9001917954875	7.13063445628364	0.312373535949426	0.359787681054386	0.301531274135454	0.987287436327824	313.866636401265
27	Imipenem	7.33206915041939	0.445156187301059	0.995648673656696	0.810466317595872	0.685558071782292	4.12	-1.75858240443911	0	0	-5.27574721331733	8.03171792671633	7.14429212665743	0.298603469816842	0.365295129362976	0.630972263348347	0.822061134552686	372.421366471948
28	Ceftazidime	9.59294796647937	0.406688645765372	0.996230910765538	0.755925138956792	0.827389987015441	4.92	-0.22960730235463	1.7542101156931	0.719651667888834	-4.13293144238333	5.37760336839705	3.37693909466068	0.384767751070243	0.275506489828811	0.562691902657737	0.926127327737691	881.558075595495
29	Ceftazidime	9.6494829222056	0.407885272117591	0.996880219107744	0.761431834529778	0.848282164027707	4.8	-0.321991133502139	1.75255233302746	0.720940763432148	-5.7958404030385	6.31913646722412	3.82047469808489	0.378315652157981	0.255829610101934	0.334394684336549	0.916887335104434	875.635581730256
30	Cefoperazone	9.34764964636473	0.365428313203732	0.990097201510026	0.742705674867091	0.759584960450906	2.42	-0.0794234263745153	1.4190868155261	0.919857278939441	-1.35019824836676	4.59515141827472	4.37705414677468	0.118917313677891	0.333838467065184	0.606653616045615	0.48310092250363	1933.01789740708
31	Ceftazidime	9.17021071479629	0.39762681158291	0.99764296649197	0.813360665771107	0.904249659804334	3.34	-0.0585712091503341	1.75389069784865	0.718561156527368	-1.05428176470602	3.63734358097716	2.55324517126656	0.352192825929151	0.355315371328228	0.538123297033828	0.881257307460234	980.867628446415
32	Cefoperazone	10.0166716159643	0.378279405730063	0.993936177895862	0.788126409293998	0.64538304592311	3.16	-0.0213151058235805	1.42090110141417	0.917913871310003	-0.362356799000867	6.91820137270199	5.51986762120377	0.172845839007201	0.472575957335025	0.568418619518746	0.496231980450239	1685.72151890737
33	Ceftazidime	9.41710232400447	0.402943957855793	0.998769241464361	0.855038312281524	0.945644736228597	3.64	-0.0882805796678066	1.75401997138003	0.719170413748464	-1.58905043402052	3.52953926376427	1.68295454194183	0.353737097642423	0.348654754732411	0.593861995282668	0.883419238866051	921.116823644005
34	Imipenem	6.21375536420412	0.409804019218551	0.981813479054616	0.645038989171859	0.730875807774316	2.62	-1.7256482126889	0	0	-5.17694463806671	8.58539968931143	7.33334833323428	0.289280489092289	0.450180510492317	0.567248744830661	0.817706860684097	425.221375635696
35	Cefoperazone	11.1588666837916	0.399264800849039	0.999346685335615	0.913642496627147	0.934844638235532	4.93	-0.147548029541159	1.41859608063747	0.919281069633927	-2.5083165021997	10.5155188715732	7.02457681449477	0.301004670276757	0.584041649807799	0.456246917768729	0.582295020239846	1350.46791380365
36	Ceftazidime	9.39948386484565	0.402566847412041	0.998834347848778	0.849067850747488	0.9625308913718	3.75	-0.0739184210370463	1.75424682698872	0.718611518676308	-1.33053157866683	4.61046867175139	1.98824920769131	0.349747119998265	0.325412478738557	0.378135425111825	0.873983802810072	846.597656805043
37	Ceftriaxone	7.62128342305742	0.382835660239618	0.974664955043291	0.57648218247627	0.673955405106196	3.41	-0.545783301934431	1.75429742347186	0.651356705275262	-9.27831613288532	1.36570434160807	2.14851245421798	0.250166477283305	0.325538537257079	0.519438161014531	0.652371983204768	957.631590214134
38	Ceftazidime	9.65584684394089	0.408019751971618	0.997897657449112	0.827743112342404	0.946490731799375	7.33	-0.0681921563602603	1.75450801366081	0.718527099133424	-1.22745881448468	3.71286079689277	2.81870861377386	0.340084416011043	0.296918122083036	0.552342211041135	0.846569199569728	692.409123580173
39	Cefsulodin	10.1029365894567	0.428590429398441	0.998359828962596	0.788248767452143	0.925677255366273	6.61	0.119560257824773	1.415897079593	0.959260441833074	2.03252438302115	8.39837338698492	5.16113881418376	0.385212117666125	0.332044830184138	0.549542778647197	0.901473526809708	737.158520781934
40	Ceftazidime	9.75654034214633	0.410141698435585	0.998102172394189	0.808120879856348	0.916126613181963	6.72	-0.034772828793129	1.75684230652612	0.716918426921241	-0.625910918276322	4.39849506191334	3.05237452119894	0.349227874297172	0.346763011735541	0.587807020207537	0.843580590055193	706.214873158699
41	Nocardicin B	9.2549094653519	0.396059177767793	0.99703648383938	0.821438881084235	0.754545288970343	3.67	0.404233849970358	1.41846396499876	0.990311102996777	6.46774159952572	7.42535634951276	7.9545819144862	0.218030970875296	0.43437767178248	0.503161808371411	0.607386644120104	1088.35497717051
42	Cyclacillin	5.84737408591922	0.356534469518398	0.996957151385359	0.75650496370143	0.851575815889665	4.65	0	0	0	0	7.06867409722355	5.2370404493447	0.180298342954245	0.359303691706484	0.370706728148258	0.621572576868681	358.464964897395
43	Cefuroxime	8.11606907938301	0.429483545017179	0.991030123583977	0.786222803727043	0.712752111726732	3.93	-0.61084334267603	1.42206957284094	0.952433505050911	-7.33012011211236	5.58332724600609	4.69731518367875	0.262825179525307	0.316506836291083	0.291256828792248	0.722549428265371	580.56571013619
44	Cefuroxime	7.71779891697914	0.418813229065696	0.989491778238401	0.769429515786007	0.796396564997226	3.79	-0.699568347490859	1.42174697115907	0.953373805562185	-8.39482016989031	4.95643494285562	3.36260310101623	0.269604842801128	0.284455303578548	0.318456928416867	0.698302218819723	575.906974641901
45	Cefuroxime	7.73008592222847	0.419146479121247	0.990163262081559	0.774195507157501	0.944212451112361	3.76	-0.656768558369943	1.42052577942113	0.953850756867938	-7.88122270043932	4.39072788815707	3.19916984037402	0.229519359628023	0.278505214667709	0.295331385237661	0.65735617284116	578.067537603699
46	Imipenem	6.29970771434605	0.41262861105115	0.983102548581528	0.608537626134716	0.806770930164177	2.72	-1.76617092399867	0	0	-5.29851277199601	8.5108331144115	7.08709088824624	0.297645607200402	0.42465626070929	0.511888718083873	0.843089692944088	424.058800835703
47	Cefmetazole	8.41472436396154	0.427701754170945	0.99647365148585	0.777215420242998	0.922380951336909	9.67	-0.239258679238257	1.38182611424158	0.942570952775266	-1.91406943390606	4.91099901669678	4.65995162372831	0.278975276015742	0.0788272253330291	0.654875279706938	0.791577972983581	488.789882997311
48	Ceftazidime	9.73294243800655	0.409645398337908	0.99887840488389	0.837388034104535	0.91655880642858	6.08	-0.00907220394447772	1.75730432481116	0.717542395467828	-0.163299671000598	4.67353366551917	2.7376752454399	0.325727125998656	0.28911153609245	0.410187883880162	0.791261927803171	690.92374374853
49	Cefoperazone	9.74886906202472	0.373188368024681	0.990869544862357	0.773776728692568	0.619571101628784	2.4	-0.0876804802890689	1.41787890879299	0.91826531571586	-1.49056816491417	7.80764020943231	6.62389894252932	0.226566092714201	0.471657595168145	0.581573901624232	0.592569216229027	1894.78578542918
50	Imipenem	7.41107462481156	0.447548113820287	0.999127328828814	0.858279640562431	0.905402646288842	4.2	-1.94200028615185	0	0	-5.82600085845553	7.42664482730376	6.4579717238548	0.304314344643071	0.225214294743589	0.479638591051642	0.838591070746487	362.524961495587
51	Ofloxacin	7.57643707832246	0.40583882746304	0.999704458991132	0.875970889669596	0.931822457933715	4.61	-0.226292198191021	1.42040722681913	0.989641168283991	-2.71550637829225	13.2763494438798	12.3379786758791	0.435936064224418	0.560699311497157	0.715808748209468	1.40833065947462	432.674424308605
52	Nocardicin B	10.0923688622126	0.41359049718234	0.998773986119199	0.850815482805795	0.488596338113822	3.66	0.443822653595936	1.42006642450274	0.989563383757584	7.10116245753498	2.08024060678647	4.24450565213158	0.074336989414197	0.374191816238037	0.49458125182382	0.219505558221452	1179.97906728351
53	SCE-796	7.41846646639507	0.370646743729047	0.97445047840882	0.676762730066661	0.708644617302758	1.37	0.282868068330004	1.4180266852214	0.95910423362773	4.80875716161007	6.31385286805592	4.57345641014571	0.329100609250231	0.179887014931393	0.268741358786573	0.805914121300054	1221.67099995212
54	Cefsulodin	9.86557349212415	0.423525753045982	0.998447241074795	0.812730796391912	0.885226100956688	9.16	0.27284337138491	1.41385975612859	0.961589317115401	4.63833731354347	9.13680934106625	5.40037285893257	0.384717516026797	0.348801060208464	0.505222552015772	0.890817992089807	636.144033901693
55	SCE-796	8.96556650688855	0.407466574563884	0.996234450192248	0.766334704514587	0.908005159351162	8.26	0.10471510920969	1.41658427564335	0.958764255293256	1.78015685656472	5.29547136898498	4.33669912613892	0.281070640861132	0.218552119944275	0.500428421606703	0.718841882275483	608.805803496303
56	Ceftazidime	9.31460785775593	0.400745164914923	0.997278283244222	0.839231353236105	0.905795407614535	3.74	-0.082255412427962	1.75784837230064	0.717638075881805	-1.48059742370332	2.45356713271387	1.36980621239187	0.274711737018674	0.363439429359054	0.556510759498186	0.691538980292235	899.288416322045
57	Cefoperazone	10.2345579465062	0.382371508698509	0.996274495491476	0.840745891261451	0.6171113930736	3.09	-0.0612996679986169	1.42096827902666	0.919363677249138	-1.04209435597649	7.1990884700416	5.66389982888051	0.170250631812024	0.493627007220489	0.590524436343729	0.474194297375916	1662.02289989249
58	Aztreonam	6.66733686666133	0.39376940680595	0.994527700989407	0.763642572889133	0.764298933353264	2.87	0.168137005424243	1.756142104159	0.649551537219436	1.51323304881819	9.89005812786991	7.08790295323818	0.410736767367887	0.458982344894634	0.262963523681022	0.924148622136039	671.959429499921
59	Imipenem	6.75719967149383	0.427348824905933	0.999289129200637	0.853614745920559	0.959033872843594	2.96	-1.70623668713869	0	0	-5.11871006141608	10.0572239573796	8.70799053437848	0.364808028085112	0.374425618132828	0.503798139416173	0.990024713958876	424.5995190384
60	Moxalactam	8.34490942951015	0.393109857171941	0.985425699778848	0.680640343351296	0.95423672333479	3.75	0.271962549736546	1.41376401849814	0.920991127177282	3.80747569631164	6.43970744784297	4.50903611043846	0.278909696811935	0.222006457146927	0.289486240931194	0.694315883377436	920.717090959892
61	SCE-796	7.1760881446924	0.364541521912124	0.980266096129366	0.741688813944333	0.734930702699652	1.13	0.155250439046003	1.41820819698661	0.958178904873674	2.63925746378205	6.31911447390098	4.57230217066455	0.327006319477171	0.162055693428049	0.237764352991383	0.787670992800132	1273.06420995134
62	Imipenem	6.23228889663097	0.410414717632647	0.980900262768148	0.575502299719674	0.810234685249513	2.7	-1.83646105368513	0	0	-5.50938316105539	8.30485744726054	6.89840278646509	0.28713865050302	0.427626988732047	0.502404133571812	0.821345673917336	413.953874565094
63	Imipenem	6.40698876458652	0.416127214325545	0.983512601947977	0.653727767294491	0.690556492780166	2.64	-1.66950874650349	0	0	-5.00852623951047	8.71156741168752	7.3830331964137	0.296827773247047	0.438066671483555	0.603174556304769	0.836437519108584	432.063346616997
64	Cefoxitin	7.4745086354216	0.412159188008204	0.988839445162311	0.707797273369517	0.833525008166581	5.07	-0.0275793802349948	1.74684161560228	0.672964815351136	-0.220635041879959	5.32152321461066	4.92750605013582	0.402462466396654	0.536706044204686	0.858091222927335	0.97026757480107	561.66173229081
65	Nocardicin B	10.6870782219935	0.425601831547797	0.999604174125166	0.904981578251227	0.923925361379988	14.89	0.4432649861113	1.41902681088132	0.990479842525755	7.0922397777808	5.50718990211119	7.80870101380785	0.13059448829474	0.566712857033837	0.806462672177328	0.367336570767449	594.001526519958
66	Cefuroxime	8.2736206716636	0.433632140698657	0.995316365679671	0.813407444735349	0.93257710832569	9.18	-0.376444950047274	1.42161595728241	0.953648884144752	-4.51733940056729	4.59558881782856	2.21267616273864	0.29142226529053	0.108959220359097	0.337629732675898	0.815155987471987	432.66349632456
67	Cefamandole	9.56263570218287	0.446342443790426	0.99837320450789	0.832976172619132	0.883628391960191	8.56	0.373413028534039	1.41368520187488	0.918463350055053	5.22778239947654	9.16337229183472	4.91021757623361	0.37136606326721	0.155133799834381	0.844781832056317	0.749499477334148	495.120400905085
68	SCE-796	9.42953206912425	0.417876733311442	0.998450806635534	0.786158345871842	0.920810787517826	6.95	0.180801776827653	1.41583043123108	0.962044022757349	3.07363020607009	6.05910059383134	4.81647028972706	0.336130993374294	0.233516132725594	0.548536327576847	0.837052076714097	687.811984695364
69	Cephalexin	7.7172891011561	0.439240512167198	0.999248710694129	0.85971210465064	0.864228777170958	6.24	0.0501683363184173	1.41667303920135	0.991191607135955	0.451515026865756	5.76257784674131	2.97457511255903	0.328631014872651	0.234378938126278	0.401797131837086	0.841860824663141	324.245153603177
70	Imipenem	7.37467431895672	0.446447670095797	0.999262414782448	0.841195816616342	0.827518666284157	3.09	-1.83767836223626	0	0	-5.51303508670877	10.4565131586959	9.19315308965946	0.373466695363384	0.390485002304432	0.583280623024903	1.01227876706689	435.618204114092
71	Cefamandole	10.0700941918689	0.458032344924753	0.999514800075767	0.905005279629052	0.92338976533923	12.55	0.302155375263798	1.41312677775209	0.92052451632311	4.23017525369318	8.669658308277	3.95183022831699	0.402126839299926	0.0685504301010827	1.17841472337902	0.755379717676073	414.121973606317
72	Moxalactam	8.81365930590539	0.403999892416226	0.994858310655309	0.746740170962121	0.940474130148544	4.47	0.267916836319297	1.41774229675213	0.919827128248199	3.75083570847016	4.65576263954438	4.09683114543562	0.230188881607291	0.132276014833915	0.807537813964652	0.629758909273982	941.093047317987
73	Nocardicin B	8.09314454461315	0.370367306108573	0.995487746964096	0.810853346850118	0.847452983964919	3.07	0.512826321944643	1.41774253657002	0.99193667363682	8.20522115111429	7.14202968034735	6.88324355116172	0.257950740371403	0.358211069048617	0.397628657559084	0.709713781829209	1267.69651759166
74	Cefoperazone	9.34758955531222	0.365427138630011	0.988171818177992	0.74238964857182	0.74058684478748	2.35	-0.0602974757025352	1.42127768222821	0.920053693535186	-1.0250570869431	7.98006439321659	6.93157039588917	0.254419866832116	0.413821640372049	0.566315552702826	0.678278461523413	1968.90437266923
75	SCE-796	9.98961926274783	0.430108067013565	0.99702443679795	0.807091555340502	0.951135523801978	11.16	0.162701422344978	1.41701355674531	0.960319965487493	2.76592417986462	5.63143849542187	4.97820937556986	0.277065224918271	0.239578700791786	0.541987438413333	0.705377005096124	586.561844832102
76	BL-S217	8.62766094951844	0.423961008169738	0.996036301598468	0.851295460127881	0.84132342155404	3.93	-0.0849765430972038	1.41185125987124	0.945980769181345	-0.764788887874834	6.02829457435135	5.04135146839169	0.291300422032583	0.497640885411976	0.411112306468825	0.761855113390439	652.292003235381
77	Imipenem	7.0008568076864	0.4349854551059	0.990431780026881	0.76428139762168	0.652388434139483	2.94	-1.85701480890003	0	0	-5.57104442670009	8.80940268471093	7.64626501229761	0.310734426513899	0.439190417717649	0.638496164121964	0.850366860558858	420.007348883378
78	Cyclacillin	6.79226494831409	0.384262844494497	0.998090049789882	0.785998145594065	0.804026828497938	6.33	0	0	0	0	8.25161135839941	5.80273518933906	0.241569626709127	0.357634943297822	0.314433323638169	0.788632368570717	324.597684834464
79	Cefoperazone	9.3224368802678	0.364935158237887	0.987932160008506	0.718715168273279	0.76679204460258	2.31	-0.121136214711261	1.42054091458148	0.918151195448246	-2.05931565009144	5.98990681397932	5.80955041103802	0.170001805227626	0.388693626061721	0.56595444508854	0.553051615029953	2004.42364332061
80	Moxalactam	8.70967795446119	0.401609676788324	0.994770534930394	0.746624347612451	0.916787477755725	4.54	0.277528004370198	1.41817887799812	0.919732405243725	3.88539206118277	4.78660933482068	4.17763915940877	0.228678368507044	0.134879556977453	0.804442505768097	0.627822942902489	937.84204705099
81	Imipenem	6.96126677918805	0.433753784287193	0.98942260008317	0.761484124230917	0.623083006413821	2.87	-1.82745205671355	0	0	-5.48235617014064	8.71137686007256	7.53315794660249	0.30971673516342	0.433184226333816	0.632196991111285	0.848387457750651	420.904085775126
82	Cefmetazole	9.51897327686724	0.454900210673755	0.999084918122801	0.851593798472506	0.888076664449503	11.05	-0.299716086155447	1.38189708372223	0.943018764875507	-2.39772868924357	5.35830177431077	5.16186596849404	0.279900745435693	0.215340337447987	0.76751683173348	0.81624169365789	425.026706488356
83	Cefotaxime	7.48595930866513	0.403408286777238	0.995293344174439	0.72813412376083	0.826720945394457	3.66	-0.458475278649541	1.75373005904558	0.648771408899738	-5.5017033437945	3.4032772399619	3.00360859987762	0.20962657172266	0.445789984877534	0.217629724028571	0.571512269408902	710.125085207707
84	Cefsulodin	9.63959725223645	0.418647112239076	0.998234920724802	0.79416750283039	0.888662560430565	7.44	0.22774786789049	1.41650455346956	0.961901600019375	3.87171375413833	8.64779299245091	5.09997102221658	0.390513523215707	0.339290871004329	0.539036506944821	0.910616953386974	737.535309249162
85	Ofloxacin	7.48222574905383	0.40330767597601	0.999688312136999	0.86044892322245	0.936500639770628	4.67	-0.450427156488217	1.42388258996309	0.986754073616102	-5.40512587785861	13.4283654385048	12.4633331668359	0.440603734347198	0.565286146665374	0.704662990577405	1.42133090277424	428.019062224658
86	Cefuroxime	8.18640876322476	0.431340636410186	0.997973155894964	0.82453275382869	0.878871335134667	5.18	-0.868180791983855	1.42053519491775	0.953522248231397	-10.4181695038063	3.79179515735881	1.89262427764797	0.297273039744342	0.274397199764114	0.462559988144022	0.809455392010027	533.694498423612
87	Cephaloglycin	8.95096118732507	0.44111915937526	0.999311444289663	0.876456678567711	0.864126216160256	8.93	-0.00856276777196396	1.41634691371853	0.991585237674093	-0.0770649099476763	5.94370866173194	3.86152212351215	0.384136610923632	0.330650105013574	0.444011070125177	0.861317125135136	405.980428713436
88	Cefoperazone	9.26264507302346	0.363762973711169	0.987592102613633	0.737628600974548	0.728757912773603	2.35	-0.0691200019301985	1.42069174700214	0.917871809058526	-1.17504003281337	8.00840118308532	6.97553362452319	0.254144207757601	0.418670053721073	0.565842714365291	0.679707140755378	1973.10945776022
89	Cefaclor	6.64061317682406	0.423646116240968	0.987130469096653	0.649164238347824	0.732076405093959	4.43	0.203218610951405	1.41919451098149	0.989126136088142	1.82896749856265	13.1824753949827	7.98408095836593	0.479411859498911	0.555381042561113	0.479777343994994	1.03099576636569	431.921548376535
90	Cefaclor	6.12169934439655	0.406757094138921	0.986943515842133	0.598247215840695	0.663963802347542	4.82	0.0539813653812461	1.41696044757784	0.991593170011228	0.485832288431215	13.0542792936696	8.18164130123811	0.450730462173581	0.598230216684037	0.475497016975846	0.988218548575497	448.339329332453
91	Cefuroxime	8.1162991636733	0.429489632737437	0.994369648772223	0.79197677847324	0.864117349408344	8.11	-0.463891377780383	1.42306630203937	0.952037401780654	-5.5666965333646	3.05765115271266	3.59234402338936	0.196739676250327	0.337873046025379	0.550202090008836	0.583504778991385	488.501783166276
92	Cephaloridine	8.25607681158183	0.428332083307692	0.998890730015629	0.848343091701855	0.935223265602883	9.1	0.295646421159344	1.74859883907087	0.728139579539089	4.13904989623081	5.00151176165982	3.28877904178714	0.170758515042785	0.27687362657474	0.293848709289201	0.526784811971805	333.027529441489
93	Cefsulodin	9.96314313263232	0.425614916276382	0.998499572303506	0.794171381395956	0.935644264868358	6.52	0.1958481102174	1.4165362967464	0.959544215710215	3.3294178736958	8.70760093124098	5.30867869278795	0.393945355075813	0.343400985163282	0.550369894388232	0.919053321915789	730.132288710083
94	Cefuroxime	7.47954556363202	0.412298037711469	0.993379726113195	0.772400082098805	0.793107734614604	4.76	-0.680762495382105	1.41946272934515	0.952842974351084	-8.16914994458526	3.21648668019674	2.7284905841822	0.260946196583494	0.350887170742297	0.524551771074029	0.698311239197442	559.750251831912
95	Imipenem	5.698623687238	0.392449813876676	0.985297367510701	0.601147195209755	0.825693641174112	2.22	-1.84635790198764	0	0	-5.53907370596293	9.78476658250523	8.17882227730995	0.343270192288295	0.438804371144673	0.480221610286651	0.943835035662706	459.590782537226
96	BL-S217	8.71754212883421	0.42616365520464	0.996373282460523	0.839287731869478	0.789953470259924	4.43	-0.0960552556833523	1.41104509141275	0.948646668009477	-0.86449730115017	5.59851823061375	4.66327322440652	0.291169188967497	0.503321518699225	0.423267412334284	0.76353115667476	616.105461223084
97	Cephalosporin C	7.97107053896886	0.420873972663997	0.996452636795661	0.774000097558637	0.775102404267475	7.49	-1.82293019453785	0	0	-5.46879058361355	8.37007679207167	7.95871156397726	0.349330764841565	0.453197389946814	0.572321755959744	0.871553283762988	542.887738921458
98	Ceftazidime	9.67670367587305	0.408460179882367	0.998485098322279	0.837613296422387	0.948029250377102	7.52	-0.163790139661881	1.75549283393582	0.718285559987515	-2.94822251391386	3.42982233307772	2.12964580377479	0.311942056850171	0.299520849938989	0.508259501135801	0.748255869922438	651.850933730102
99	Imipenem	6.39256777629553	0.415658636457901	0.982441895642589	0.600259267434765	0.587896939968819	2.31	-1.61556499095195	0	0	-4.84669497285585	8.5618840224341	7.7581541901823	0.267503885152001	0.459464584627263	0.619029181799479	0.759305765423958	458.714254679639
