No.	NAME	MDEC-11	MDEC-12	MDEC-22	MDEC-23	MDEC-24	MDEC-33	MDEC-44	MDEO-11	MDEO-12	MDEO-22	MDEN-12	MDEN-13	MDEN-22	MDEN-23	MDEN-33
11	Cefoperazone	0.05	1.9812021221396	6.15729726761641	22.6050195822902	0	18.774692413885	0	3.58512408836726	0	0	0	0	1.97721469226603	3.09746631926929	0.705931499938116
12	Cefsulodin	0	0	10.0891645536743	22.0223209925053	0	12.9758251183172	0	4.13858756046852	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
13	SCE-796	0	0	10.0891645536743	23.7085015123625	0	15.2410414587464	0	2.91946811390001	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
14	Cefsulodin	0	0	10.0891645536743	22.0223209925053	0	12.9758251183172	0	4.13858756046852	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
15	Cefsulodin	0	0	10.0891645536743	22.0223209925053	0	12.9758251183172	0	4.13858756046852	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
16	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
17	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
18	Cefsulodin	0	0	10.0891645536743	22.0223209925053	0	12.9758251183172	0	4.13858756046852	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
19	Cefsulodin	0	0	10.0891645536743	22.0223209925053	0	12.9758251183172	0	4.13858756046852	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
20	Nocardicin B	0	0	9.55162185897102	24.6836258369132	0	11.9368063563774	0	3.03116262643285	0.918485151984108	0	0.190692517849118	0.0714285714285714	0.333333333333333	0.471404520791032	0
21	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
22	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
23	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
24	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
25	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
26	Cyclacillin	0.5	1.14042571486439	6.08364341893206	5.4163074481577	2.79911034323691	6.28295706918619	0.166666666666667	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
27	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
28	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
29	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
30	Cefoperazone	0.05	1.9812021221396	6.15729726761641	22.6050195822902	0	18.774692413885	0	3.58512408836726	0	0	0	0	1.97721469226603	3.09746631926929	0.705931499938116
31	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
32	Cefoperazone	0.05	1.9812021221396	6.15729726761641	22.6050195822902	0	18.774692413885	0	3.58512408836726	0	0	0	0	1.97721469226603	3.09746631926929	0.705931499938116
33	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
34	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
35	Cefoperazone	0.05	1.9812021221396	6.15729726761641	22.6050195822902	0	18.774692413885	0	3.58512408836726	0	0	0	0	1.97721469226603	3.09746631926929	0.705931499938116
36	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
37	Ceftriaxone	0.0666666666666667	0.80908441875123	0.552604724796058	8.79065715130865	0	16.4376802893746	0	2.07337840281925	0.641095957214413	0	0.736711596202079	0.172132593164774	1.43190357992364	1.91777788447705	0.166666666666667
38	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
39	Cefsulodin	0	0	10.0891645536743	22.0223209925053	0	12.9758251183172	0	4.13858756046852	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
40	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
41	Nocardicin B	0	0	9.55162185897102	24.6836258369132	0	11.9368063563774	0	3.03116262643285	0.918485151984108	0	0.190692517849118	0.0714285714285714	0.333333333333333	0.471404520791032	0
42	Cyclacillin	0.5	1.14042571486439	6.08364341893206	5.4163074481577	2.79911034323691	6.28295706918619	0.166666666666667	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
43	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
44	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
45	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
46	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
47	Cefmetazole	0.0909090909090909	1.32652736710109	2.15816792398248	7.67342396664157	1.18277803460426	6.56058141262455	0	1.19526605689753	0.877382675301661	0	0.324667915475099	0.172132593164774	1.72030651024652	2.18961924366365	0.166666666666667
48	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
49	Cefoperazone	0.05	1.9812021221396	6.15729726761641	22.6050195822902	0	18.774692413885	0	3.58512408836726	0	0	0	0	1.97721469226603	3.09746631926929	0.705931499938116
50	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
51	Ofloxacin	0.1	3.06678274428592	5.54951179632222	16.8309532527389	0	14.2488812025578	0	0.944940787421155	0.479438118034884	0	0	0	0	0	0.685006710594441
52	Nocardicin B	0	0	9.55162185897102	24.6836258369132	0	11.9368063563774	0	3.03116262643285	0.918485151984108	0	0.190692517849118	0.0714285714285714	0.333333333333333	0.471404520791032	0
53	SCE-796	0	0	10.0891645536743	23.7085015123625	0	15.2410414587464	0	2.91946811390001	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
54	Cefsulodin	0	0	10.0891645536743	22.0223209925053	0	12.9758251183172	0	4.13858756046852	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
55	SCE-796	0	0	10.0891645536743	23.7085015123625	0	15.2410414587464	0	2.91946811390001	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
56	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
57	Cefoperazone	0.05	1.9812021221396	6.15729726761641	22.6050195822902	0	18.774692413885	0	3.58512408836726	0	0	0	0	1.97721469226603	3.09746631926929	0.705931499938116
58	Aztreonam	0.550321208149105	0.474957125796498	0	2.4491442319098	0.2	8.23387294745266	0	3.47374535189395	1.2390240731787	0	0.766309432393553	0.111111111111111	0.90856029641607	0.598408480588576	0
59	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
60	Moxalactam	0.0909090909090909	1.4357872263174	3.40752513814522	14.7457930130662	1.22959556760499	12.7698069751426	0	3.1985297636936	2.47522178350664	0.333333333333333	0	0	1.72030651024652	2.18961924366365	0.166666666666667
61	SCE-796	0	0	10.0891645536743	23.7085015123625	0	15.2410414587464	0	2.91946811390001	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
62	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
63	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
64	Cefoxitin	0	0.91713212619864	3.52556710242299	10.4261633354404	1.33886590016434	7.51003067020042	0	1.64482662185323	1.98559649694515	0.142857142857143	0.111111111111111	0.166666666666667	0	0.333333333333333	0
65	Nocardicin B	0	0	9.55162185897102	24.6836258369132	0	11.9368063563774	0	3.03116262643285	0.918485151984108	0	0.190692517849118	0.0714285714285714	0.333333333333333	0.471404520791032	0
66	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
67	Cefamandole	0	0.649256996025455	5.42987179838451	13.9175190454987	0	12.7925616306087	0	1.83321013388824	0	0	0	0	1.72030651024652	2.18961924366365	0.166666666666667
68	SCE-796	0	0	10.0891645536743	23.7085015123625	0	15.2410414587464	0	2.91946811390001	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
69	Cephalexin	0	0.737312870587611	5.22263201574578	11.0120431880979	0	11.8248191028608	0	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
70	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
71	Cefamandole	0	0.649256996025455	5.42987179838451	13.9175190454987	0	12.7925616306087	0	1.83321013388824	0	0	0	0	1.72030651024652	2.18961924366365	0.166666666666667
72	Moxalactam	0.0909090909090909	1.4357872263174	3.40752513814522	14.7457930130662	1.22959556760499	12.7698069751426	0	3.1985297636936	2.47522178350664	0.333333333333333	0	0	1.72030651024652	2.18961924366365	0.166666666666667
73	Nocardicin B	0	0	9.55162185897102	24.6836258369132	0	11.9368063563774	0	3.03116262643285	0.918485151984108	0	0.190692517849118	0.0714285714285714	0.333333333333333	0.471404520791032	0
74	Cefoperazone	0.05	1.9812021221396	6.15729726761641	22.6050195822902	0	18.774692413885	0	3.58512408836726	0	0	0	0	1.97721469226603	3.09746631926929	0.705931499938116
75	SCE-796	0	0	10.0891645536743	23.7085015123625	0	15.2410414587464	0	2.91946811390001	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
76	BL-S217	0.0588235294117647	2.13940670393229	4.6010702166638	12.3073717539516	0	9.97799264822525	0	1.64482662185323	1.02966808427902	0	0	0	0	0.436435780471985	0.1
77	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
78	Cyclacillin	0.5	1.14042571486439	6.08364341893206	5.4163074481577	2.79911034323691	6.28295706918619	0.166666666666667	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
79	Cefoperazone	0.05	1.9812021221396	6.15729726761641	22.6050195822902	0	18.774692413885	0	3.58512408836726	0	0	0	0	1.97721469226603	3.09746631926929	0.705931499938116
80	Moxalactam	0.0909090909090909	1.4357872263174	3.40752513814522	14.7457930130662	1.22959556760499	12.7698069751426	0	3.1985297636936	2.47522178350664	0.333333333333333	0	0	1.72030651024652	2.18961924366365	0.166666666666667
81	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
82	Cefmetazole	0.0909090909090909	1.32652736710109	2.15816792398248	7.67342396664157	1.18277803460426	6.56058141262455	0	1.19526605689753	0.877382675301661	0	0.324667915475099	0.172132593164774	1.72030651024652	2.18961924366365	0.166666666666667
83	Cefotaxime	0.0714285714285714	0.885886224896708	0.552604724796058	8.18109151217444	0	14.1086667654983	0	1.64482662185323	1.58764531155321	0.0909090909090909	0.766309432393553	0.111111111111111	0.90856029641607	0.598408480588576	0
84	Cefsulodin	0	0	10.0891645536743	22.0223209925053	0	12.9758251183172	0	4.13858756046852	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
85	Ofloxacin	0.1	3.06678274428592	5.54951179632222	16.8309532527389	0	14.2488812025578	0	0.944940787421155	0.479438118034884	0	0	0	0	0	0.685006710594441
86	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
87	Cephaloglycin	0	0.730024244840055	5.42987179838451	13.9175190454987	0	12.7925616306087	0	1.64482662185323	1.02966808427902	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
88	Cefoperazone	0.05	1.9812021221396	6.15729726761641	22.6050195822902	0	18.774692413885	0	3.58512408836726	0	0	0	0	1.97721469226603	3.09746631926929	0.705931499938116
89	Cefaclor	0	0	5.22263201574578	11.0120431880979	0	11.8248191028608	0	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
90	Cefaclor	0	0	5.22263201574578	11.0120431880979	0	11.8248191028608	0	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
91	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
92	Cephaloridine	0	0	10.6495707483727	16.654550651691	0	9.41248910228368	0	1.19526605689753	0	0	0	0	0	0.436435780471985	0.25
93	Cefsulodin	0	0	10.0891645536743	22.0223209925053	0	12.9758251183172	0	4.13858756046852	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
94	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
95	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
96	BL-S217	0.0588235294117647	2.13940670393229	4.6010702166638	12.3073717539516	0	9.97799264822525	0	1.64482662185323	1.02966808427902	0	0	0	0	0.436435780471985	0.1
97	Cephalosporin C	0	0	3.22699441302064	12.3198440142857	0	9.54065540355855	0	2.70412647516703	1.06521693794998	0	0.166666666666667	0.111111111111111	0	0.333333333333333	0
98	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
99	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
100	Cefotaxime	0.0714285714285714	0.885886224896708	0.552604724796058	8.18109151217444	0	14.1086667654983	0	1.64482662185323	1.58764531155321	0.0909090909090909	0.766309432393553	0.111111111111111	0.90856029641607	0.598408480588576	0
101	Cyclacillin	0.5	1.14042571486439	6.08364341893206	5.4163074481577	2.79911034323691	6.28295706918619	0.166666666666667	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
102	Cefoperazone	0.05	1.9812021221396	6.15729726761641	22.6050195822902	0	18.774692413885	0	3.58512408836726	0	0	0	0	1.97721469226603	3.09746631926929	0.705931499938116
103	Cefsulodin	0	0	10.0891645536743	22.0223209925053	0	12.9758251183172	0	4.13858756046852	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
104	Cefmetazole	0.0909090909090909	1.32652736710109	2.15816792398248	7.67342396664157	1.18277803460426	6.56058141262455	0	1.19526605689753	0.877382675301661	0	0.324667915475099	0.172132593164774	1.72030651024652	2.18961924366365	0.166666666666667
105	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
106	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
107	Nocardicin B	0	0	9.55162185897102	24.6836258369132	0	11.9368063563774	0	3.03116262643285	0.918485151984108	0	0.190692517849118	0.0714285714285714	0.333333333333333	0.471404520791032	0
108	Cephalexin	0	0.737312870587611	5.22263201574578	11.0120431880979	0	11.8248191028608	0	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
109	Moxalactam	0.0909090909090909	1.4357872263174	3.40752513814522	14.7457930130662	1.22959556760499	12.7698069751426	0	3.1985297636936	2.47522178350664	0.333333333333333	0	0	1.72030651024652	2.18961924366365	0.166666666666667
110	SCE-796	0	0	10.0891645536743	23.7085015123625	0	15.2410414587464	0	2.91946811390001	0	0	0.0833333333333333	0.298142396999972	0	0.436435780471985	0.25
111	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
112	Cyclacillin	0.5	1.14042571486439	6.08364341893206	5.4163074481577	2.79911034323691	6.28295706918619	0.166666666666667	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
113	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
114	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
115	Cefaclor	0	0	5.22263201574578	11.0120431880979	0	11.8248191028608	0	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
116	Ceftriaxone	0.0666666666666667	0.80908441875123	0.552604724796058	8.79065715130865	0	16.4376802893746	0	2.07337840281925	0.641095957214413	0	0.736711596202079	0.172132593164774	1.43190357992364	1.91777788447705	0.166666666666667
117	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
118	BL-S217	0.0588235294117647	2.13940670393229	4.6010702166638	12.3073717539516	0	9.97799264822525	0	1.64482662185323	1.02966808427902	0	0	0	0	0.436435780471985	0.1
119	Ceftizoxime	0	0.391486764116886	0.721124785153704	6.89271537027259	0	10.7987688980366	0	1.19526605689753	0.549883240704226	0	0.766309432393553	0.111111111111111	0.90856029641607	0.598408480588576	0
120	Cyclacillin	0.5	1.14042571486439	6.08364341893206	5.4163074481577	2.79911034323691	6.28295706918619	0.166666666666667	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
121	Cephalexin	0	0.737312870587611	5.22263201574578	11.0120431880979	0	11.8248191028608	0	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
122	Nocardicin B	0	0	9.55162185897102	24.6836258369132	0	11.9368063563774	0	3.03116262643285	0.918485151984108	0	0.190692517849118	0.0714285714285714	0.333333333333333	0.471404520791032	0
123	Cefamandole	0	0.649256996025455	5.42987179838451	13.9175190454987	0	12.7925616306087	0	1.83321013388824	0	0	0	0	1.72030651024652	2.18961924366365	0.166666666666667
124	Cefazolin	0	0.440082731374473	1.20342597483536	8.44731302727599	0	10.1052149539294	0	1.19526605689753	0	0	0	0	2.70461691737753	2.57346566967978	0.166666666666667
125	Cephalosporin C	0	0	3.22699441302064	12.3198440142857	0	9.54065540355855	0	2.70412647516703	1.06521693794998	0	0.166666666666667	0.111111111111111	0	0.333333333333333	0
126	Cefoxitin	0	0.91713212619864	3.52556710242299	10.4261633354404	1.33886590016434	7.51003067020042	0	1.64482662185323	1.98559649694515	0.142857142857143	0.111111111111111	0.166666666666667	0	0.333333333333333	0
127	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
128	Cyclacillin	0.5	1.14042571486439	6.08364341893206	5.4163074481577	2.79911034323691	6.28295706918619	0.166666666666667	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
129	Ceftriaxone	0.0666666666666667	0.80908441875123	0.552604724796058	8.79065715130865	0	16.4376802893746	0	2.07337840281925	0.641095957214413	0	0.736711596202079	0.172132593164774	1.43190357992364	1.91777788447705	0.166666666666667
130	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
131	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
132	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
133	Ampicillin	0.5	1.02335062512269	6.08364341893206	8.04658449246923	0.570212857432193	9.59543352052827	0	1.19526605689753	0	0	0.333333333333333	0.166666666666667	0	0.333333333333333	0
134	Ceftazidime	0.5	1.30582085119234	7.86980515303078	13.8518979779846	0.71488318622235	13.938392292054	0	2.1512124097663	1.10811413207872	0	0.766309432393553	0.18490006540841	0.90856029641607	0.88513131385965	0.25
135	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
136	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
137	Cephalosporin C	0	0	3.22699441302064	12.3198440142857	0	9.54065540355855	0	2.70412647516703	1.06521693794998	0	0.166666666666667	0.111111111111111	0	0.333333333333333	0
138	Ceftizoxime	0	0.391486764116886	0.721124785153704	6.89271537027259	0	10.7987688980366	0	1.19526605689753	0.549883240704226	0	0.766309432393553	0.111111111111111	0.90856029641607	0.598408480588576	0
139	Ceftriaxone	0.0666666666666667	0.80908441875123	0.552604724796058	8.79065715130865	0	16.4376802893746	0	2.07337840281925	0.641095957214413	0	0.736711596202079	0.172132593164774	1.43190357992364	1.91777788447705	0.166666666666667
140	Cefazolin	0	0.440082731374473	1.20342597483536	8.44731302727599	0	10.1052149539294	0	1.19526605689753	0	0	0	0	2.70461691737753	2.57346566967978	0.166666666666667
141	Cephalosporin C	0	0	3.22699441302064	12.3198440142857	0	9.54065540355855	0	2.70412647516703	1.06521693794998	0	0.166666666666667	0.111111111111111	0	0.333333333333333	0
142	Imipenem	0	0.581430736968219	2.18224727194344	6.91966219360523	0	9.74951042483225	0	1.29702069135819	0	0	0.5	0.125	0	0.166666666666667	0
143	Cefacetrile	0	0.599644277868467	1.40566755245508	8.49592918506128	0	9.27305494610654	0	1.64482662185323	1.02966808427902	0	0.25	0.142857142857143	0	0.333333333333333	0
144	Nocardicin B	0	0	9.55162185897102	24.6836258369132	0	11.9368063563774	0	3.03116262643285	0.918485151984108	0	0.190692517849118	0.0714285714285714	0.333333333333333	0.471404520791032	0
145	Cefuroxime	0	0.705973605778327	2.24056714463203	10.6775043217367	0	12.7925616306087	0	1.64482662185323	2.18366907467972	0.382096272362098	0.192450089729875	0.166666666666667	0.333333333333333	0.471404520791032	0
