No.	NAME	Ui	Hy	MLOGP	MLOGP2	LOGP99	LOGPcons	ESOL	SAacc	SAdon	PDI	SAscore	PBF
18	Cefsulodin	3.8073549220576	0.938431264726317	0.156899284760217	0.0246173855582677	-2.23659991892055	-1.25446687805344	-1.70193998663091	249.633295633379	50.9079381550958	0.962267730441595	5.01920934327379	0.92859240489994
19	Cefsulodin	3.8073549220576	0.938431264726317	0.156899284760217	0.0246173855582677	-2.23659991892055	-1.25446687805344	-1.70193998663091	249.633295633379	50.9079381550958	0.962267730441595	5.01920934327379	0.947233265661799
20	Nocardicin B	3.58496250072116	3.15129381993322	-3.34610470428984	11.1964166920706	-3.48199988901615	-2.973901531102	-0.0161123374152115	284.69622836701	136.396950212689	0.897203146719085	5.23173829554652	0.935065487149606
21	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.40412336210953
22	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.72775382441243
23	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.730739138058309
24	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.735670885289963
25	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.570179782832217
26	Cyclacillin	2	1.90763782539637	-2.61286858490985	6.82708224200878	-1.77179992944002	-1.82932283811662	-0.533329950347062	123.192385062278	50.9079381550958	0.89324188820266	4.85720943866826	0.711115794704213
27	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.705635256383964
28	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	1.04161893094352
29	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.989031813380159
30	Cefoperazone	3.75488750216347	0.899043532512595	0.871946471835573	0.760290649746503	-2.44669987261295	-0.84435113359246	-2.53321031328683	315.313865868413	78.7048445269818	0.933890125256147	5.03583513479131	1.25537334670265
31	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.857508406402369
32	Cefoperazone	3.75488750216347	0.899043532512595	0.871946471835573	0.760290649746503	-2.44669987261295	-0.84435113359246	-2.53321031328683	315.313865868413	78.7048445269818	0.933890125256147	5.03583513479131	1.23429724679644
33	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.731591119792187
34	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.865961491702934
35	Cefoperazone	3.75488750216347	0.899043532512595	0.871946471835573	0.760290649746503	-2.44669987261295	-0.84435113359246	-2.53321031328683	315.313865868413	78.7048445269818	0.933890125256147	5.03583513479131	0.874906649980745
36	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.739218792446742
37	Ceftriaxone	3.52356195605701	1.04869928537151	1.40379782059414	1.97064832110487	-2.14379979670048	-0.370000988053167	-2.3667493142911	291.459131706502	50.9079381550958	0.940459652963229	5.19149548479702	1.34566588440596
38	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.945499581159128
39	Cefsulodin	3.8073549220576	0.938431264726317	0.156899284760217	0.0246173855582677	-2.23659991892055	-1.25446687805344	-1.70193998663091	249.633295633379	50.9079381550958	0.962267730441595	5.01920934327379	0.876789573894629
40	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.924925891462046
41	Nocardicin B	3.58496250072116	3.15129381993322	-3.34610470428984	11.1964166920706	-3.48199988901615	-2.973901531102	-0.0161123374152115	284.69622836701	136.396950212689	0.897203146719085	5.23173829554652	0.939884765689768
42	Cyclacillin	2	1.90763782539637	-2.61286858490985	6.82708224200878	-1.77179992944002	-1.82932283811662	-0.533329950347062	123.192385062278	50.9079381550958	0.89324188820266	4.85720943866826	0.70063519334297
43	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	0.829623068300854
44	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	0.886886077419935
45	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	0.86709432957525
46	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.833985960973801
47	Cefmetazole	3.24792751344359	-0.084799216290668	0.99586403473073	0.991745175670169	-2.0630199945299	-0.566485319933055	-1.64889918796646	214.99560679654	18.0107506830303	0.906431621678888	4.93805632430398	0.977329389057581
48	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.824520960957772
49	Cefoperazone	3.75488750216347	0.899043532512595	0.871946471835573	0.760290649746503	-2.44669987261295	-0.84435113359246	-2.53321031328683	315.313865868413	78.7048445269818	0.933890125256147	5.03583513479131	1.27750758648535
50	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.532756801566989
51	Ofloxacin	2.8073549220576	-0.255671461224478	-2.5376662295862	6.43974989278223	-1.42219999432564	-1.52078874130395	-1.05634030584275	109.121022399444	3.12431389399505	0.98397667348121	5.02403323796746	0.38787828642503
52	Nocardicin B	3.58496250072116	3.15129381993322	-3.34610470428984	11.1964166920706	-3.48199988901615	-2.973901531102	-0.0161123374152115	284.69622836701	136.396950212689	0.897203146719085	5.23173829554652	0.847188222137496
53	SCE-796	3.70043971814109	0.90500644937319	0.752724746032254	0.566594543289321	-2.98939987272024	-1.23765837556266	-1.50093080164522	233.001965987178	50.9079381550958	0.955204558690907	4.95030207177573	1.0786229224751
54	Cefsulodin	3.8073549220576	0.938431264726317	0.156899284760217	0.0246173855582677	-2.23659991892055	-1.25446687805344	-1.70193998663091	249.633295633379	50.9079381550958	0.962267730441595	5.01920934327379	0.883816767221789
55	SCE-796	3.70043971814109	0.90500644937319	0.752724746032254	0.566594543289321	-2.98939987272024	-1.23765837556266	-1.50093080164522	233.001965987178	50.9079381550958	0.955204558690907	4.95030207177573	0.945177107743683
56	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.857611848701022
57	Cefoperazone	3.75488750216347	0.899043532512595	0.871946471835573	0.760290649746503	-2.44669987261295	-0.84435113359246	-2.53321031328683	315.313865868413	78.7048445269818	0.933890125256147	5.03583513479131	1.06678125172512
58	Aztreonam	3.24792751344359	1.20006083791763	-0.0444068713042396	0.0019719702190313	-2.84979982348159	-1.68060223159528	-0.857589194130019	270.286770571308	50.9079381550958	0.891998215304893	4.65706003769179	0.870913560916961
59	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.445238125038032
60	Moxalactam	3.52356195605701	0.368942866165863	1.32764399895118	1.76263858795107	-3.79709992557764	-1.38348530887549	-1.42317119564041	289.386948495769	60.6940938439515	0.905682311670673	5.13179769725106	1.16233599479583
61	SCE-796	3.70043971814109	0.90500644937319	0.752724746032254	0.566594543289321	-2.98939987272024	-1.23765837556266	-1.50093080164522	233.001965987178	50.9079381550958	0.955204558690907	4.95030207177573	0.946859760549941
62	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.835136977443068
63	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.875120188322925
64	Cefoxitin	3.08746284125034	1.09403453971563	-0.0182218602415112	0.000332036190661166	-1.23609991371632	-0.54477392465261	-1.50397403914823	203.234275341974	50.9079381550958	0.922674135314293	4.58015517724804	1.0905520325244
65	Nocardicin B	3.58496250072116	3.15129381993322	-3.34610470428984	11.1964166920706	-3.48199988901615	-2.973901531102	-0.0161123374152115	284.69622836701	136.396950212689	0.897203146719085	5.23173829554652	0.767496894178425
66	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	0.889737877078858
67	Cefamandole	3.39231742277876	0.384775435757915	1.88387675690454	3.54899163520516	-1.56029996275902	0.0625589313818409	-2.30403847902416	215.61970630014	60.6940938439515	0.926071912762734	4.85605538722263	0.815132000804136
68	SCE-796	3.70043971814109	0.90500644937319	0.752724746032254	0.566594543289321	-2.98939987272024	-1.23765837556266	-1.50093080164522	233.001965987178	50.9079381550958	0.955204558690907	4.95030207177573	0.896500446577639
69	Cephalexin	3	1.08003497772927	0.981940129727952	0.964206418370147	-0.889799952507019	-0.0577866075930225	-1.78916609433044	156.089572534343	50.9079381550958	0.945808277607679	4.45982269956539	0.540397849750809
70	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.45229040224206
71	Cefamandole	3.39231742277876	0.384775435757915	1.88387675690454	3.54899163520516	-1.56029996275902	0.0625589313818409	-2.30403847902416	215.61970630014	60.6940938439515	0.926071912762734	4.85605538722263	0.67714268706215
72	Moxalactam	3.52356195605701	0.368942866165863	1.32764399895118	1.76263858795107	-3.79709992557764	-1.38348530887549	-1.42317119564041	289.386948495769	60.6940938439515	0.905682311670673	5.13179769725106	1.03069060336877
73	Nocardicin B	3.58496250072116	3.15129381993322	-3.34610470428984	11.1964166920706	-3.48199988901615	-2.973901531102	-0.0161123374152115	284.69622836701	136.396950212689	0.897203146719085	5.23173829554652	1.00252633486398
74	Cefoperazone	3.75488750216347	0.899043532512595	0.871946471835573	0.760290649746503	-2.44669987261295	-0.84435113359246	-2.53321031328683	315.313865868413	78.7048445269818	0.933890125256147	5.03583513479131	1.3725200741041
75	SCE-796	3.70043971814109	0.90500644937319	0.752724746032254	0.566594543289321	-2.98939987272024	-1.23765837556266	-1.50093080164522	233.001965987178	50.9079381550958	0.955204558690907	4.95030207177573	0.961713852933226
76	BL-S217	3.16992500144231	-0.199885400126299	0.977861081265475	0.956212294253684	-1.42979987710714	-0.356712931947223	-1.71175019074587	159.337199982302	18.0107506830303	0.927426678159469	4.77064637360811	0.780651231623837
77	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.797364930930486
78	Cyclacillin	2	1.90763782539637	-2.61286858490985	6.82708224200878	-1.77179992944002	-1.82932283811662	-0.533329950347062	123.192385062278	50.9079381550958	0.89324188820266	4.85720943866826	0.647626725704173
79	Cefoperazone	3.75488750216347	0.899043532512595	0.871946471835573	0.760290649746503	-2.44669987261295	-0.84435113359246	-2.53321031328683	315.313865868413	78.7048445269818	0.933890125256147	5.03583513479131	1.32032354807108
80	Moxalactam	3.52356195605701	0.368942866165863	1.32764399895118	1.76263858795107	-3.79709992557764	-1.38348530887549	-1.42317119564041	289.386948495769	60.6940938439515	0.905682311670673	5.13179769725106	1.03917779534085
81	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.825409427850091
82	Cefmetazole	3.24792751344359	-0.084799216290668	0.99586403473073	0.991745175670169	-2.0630199945299	-0.566485319933055	-1.64889918796646	214.99560679654	18.0107506830303	0.906431621678888	4.93805632430398	0.725828558740299
83	Cefotaxime	3.24792751344359	1.09820571660718	0.217715735957526	0.0474001416835273	-1.95719981938601	-1.01949469447616	-1.33803068203354	239.638542663515	50.9079381550958	0.921558814113148	4.53079165496495	0.926840054145018
84	Cefsulodin	3.8073549220576	0.938431264726317	0.156899284760217	0.0246173855582677	-2.23659991892055	-1.25446687805344	-1.70193998663091	249.633295633379	50.9079381550958	0.962267730441595	5.01920934327379	0.943902373420327
85	Ofloxacin	2.8073549220576	-0.255671461224478	-2.5376662295862	6.43974989278223	-1.42219999432564	-1.52078874130395	-1.05634030584275	109.121022399444	3.12431389399505	0.98397667348121	5.02403323796746	0.390685639725096
86	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	0.780908575752686
87	Cephaloglycin	3.16992500144231	1.0233503409143	0.709861081265475	0.503902754695389	-1.34659994393587	-0.537946287556799	-1.49035384786415	192.234387454367	50.9079381550958	0.928787235134617	4.48328398820445	0.600878206248842
88	Cefoperazone	3.75488750216347	0.899043532512595	0.871946471835573	0.760290649746503	-2.44669987261295	-0.84435113359246	-2.53321031328683	315.313865868413	78.7048445269818	0.933890125256147	5.03583513479131	1.39193680266295
89	Cefaclor	3	1.12117322499398	0.981940129727952	0.964206418370147	-0.713399983942509	-0.0248866180715193	-1.93445868705836	156.089572534343	50.9079381550958	0.949026306351914	4.61182155030403	0.981196223586726
90	Cefaclor	3	1.12117322499398	0.981940129727952	0.964206418370147	-0.713399983942509	-0.0248866180715193	-1.93445868705836	156.089572534343	50.9079381550958	0.949026306351914	4.61182155030403	0.96729177890288
91	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	1.01195432710076
92	Cephaloridine	3.39231742277876	-0.252454551103905	1.54192342283527	2.37752784188802	-0.317799851298332	0.598707857178978	-2.51471896716792	123.192385062278	18.0107506830303	0.979825358315323	4.64266567029996	0.771300885765577
93	Cefsulodin	3.8073549220576	0.938431264726317	0.156899284760217	0.0246173855582677	-2.23659991892055	-1.25446687805344	-1.70193998663091	249.633295633379	50.9079381550958	0.962267730441595	5.01920934327379	0.878532507875854
94	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	0.923670510739555
95	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.779457818720482
96	BL-S217	3.16992500144231	-0.199885400126299	0.977861081265475	0.956212294253684	-1.42979987710714	-0.356712931947223	-1.71175019074587	159.337199982302	18.0107506830303	0.927426678159469	4.77064637360811	0.825923504102444
97	Cephalosporin C	2.8073549220576	1.8808909529759	-4.18935767955423	17.55071776724	-4.90599989145994	-4.30128585700472	1.52851238476128	211.104666402719	50.9079381550958	0.889471003935305	5.03484563800448	1.04824437914009
98	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.854461607558779
99	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.857422918362261
100	Cefotaxime	3.24792751344359	1.09820571660718	0.217715735957526	0.0474001416835273	-1.95719981938601	-1.01949469447616	-1.33803068203354	239.638542663515	50.9079381550958	0.921558814113148	4.53079165496495	0.984570992610776
101	Cyclacillin	2	1.90763782539637	-2.61286858490985	6.82708224200878	-1.77179992944002	-1.82932283811662	-0.533329950347062	123.192385062278	50.9079381550958	0.89324188820266	4.85720943866826	0.805389761364502
102	Cefoperazone	3.75488750216347	0.899043532512595	0.871946471835573	0.760290649746503	-2.44669987261295	-0.84435113359246	-2.53321031328683	315.313865868413	78.7048445269818	0.933890125256147	5.03583513479131	1.32934958269405
103	Cefsulodin	3.8073549220576	0.938431264726317	0.156899284760217	0.0246173855582677	-2.23659991892055	-1.25446687805344	-1.70193998663091	249.633295633379	50.9079381550958	0.962267730441595	5.01920934327379	0.859829793723797
104	Cefmetazole	3.24792751344359	-0.084799216290668	0.99586403473073	0.991745175670169	-2.0630199945299	-0.566485319933055	-1.64889918796646	214.99560679654	18.0107506830303	0.906431621678888	4.93805632430398	0.884751738746827
105	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.827692137520231
106	Imipenem	2.32192809488736	2.07555209243892	0.189245909423727	0.0358140142336136	-3.63979998975992	-2.48451802677873	0.473915510584441	155.617237979816	92.366060181117	0.883419078421687	5.3339168814995	0.533096541457137
107	Nocardicin B	3.58496250072116	3.15129381993322	-3.34610470428984	11.1964166920706	-3.48199988901615	-2.973901531102	-0.0161123374152115	284.69622836701	136.396950212689	0.897203146719085	5.23173829554652	0.891346854150167
108	Cephalexin	3	1.08003497772927	0.981940129727952	0.964206418370147	-0.889799952507019	-0.0577866075930225	-1.78916609433044	156.089572534343	50.9079381550958	0.945808277607679	4.45982269956539	0.540475133752948
109	Moxalactam	3.52356195605701	0.368942866165863	1.32764399895118	1.76263858795107	-3.79709992557764	-1.38348530887549	-1.42317119564041	289.386948495769	60.6940938439515	0.905682311670673	5.13179769725106	0.942199484028196
110	SCE-796	3.70043971814109	0.90500644937319	0.752724746032254	0.566594543289321	-2.98939987272024	-1.23765837556266	-1.50093080164522	233.001965987178	50.9079381550958	0.955204558690907	4.95030207177573	1.09924005381384
111	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	0.928548058306796
112	Cyclacillin	2	1.90763782539637	-2.61286858490985	6.82708224200878	-1.77179992944002	-1.82932283811662	-0.533329950347062	123.192385062278	50.9079381550958	0.89324188820266	4.85720943866826	0.794561283752325
113	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	0.832392950390214
114	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	0.890874630609422
115	Cefaclor	3	1.12117322499398	0.981940129727952	0.964206418370147	-0.713399983942509	-0.0248866180715193	-1.93445868705836	156.089572534343	50.9079381550958	0.949026306351914	4.61182155030403	0.745726828833562
116	Ceftriaxone	3.52356195605701	1.04869928537151	1.40379782059414	1.97064832110487	-2.14379979670048	-0.370000988053167	-2.3667493142911	291.459131706502	50.9079381550958	0.940459652963229	5.19149548479702	1.27650479271236
117	Cefuroxime	3.24792751344359	1.09630740862828	-0.862284264042474	0.743534152015271	-1.87069992721081	-1.18196139708443	-1.04096292835444	232.360359401633	50.9079381550958	0.916794609794424	4.51281001779561	0.806432156986956
118	BL-S217	3.16992500144231	-0.199885400126299	0.977861081265475	0.956212294253684	-1.42979987710714	-0.356712931947223	-1.71175019074587	159.337199982302	18.0107506830303	0.927426678159469	4.77064637360811	0.859272194570196
119	Ceftizoxime	3.08746284125034	1.20296762700663	0.154681082277434	0.0239262372145183	-1.89049983024597	-0.929872915989513	-1.28070819630328	203.49372774349	50.9079381550958	0.9387146562311	4.60277065207446	0.90218151294124
120	Cyclacillin	2	1.90763782539637	-2.61286858490985	6.82708224200878	-1.77179992944002	-1.82932283811662	-0.533329950347062	123.192385062278	50.9079381550958	0.89324188820266	4.85720943866826	0.73284542505949
121	Cephalexin	3	1.08003497772927	0.981940129727952	0.964206418370147	-0.889799952507019	-0.0577866075930225	-1.78916609433044	156.089572534343	50.9079381550958	0.945808277607679	4.45982269956539	1.02329598956928
122	Nocardicin B	3.58496250072116	3.15129381993322	-3.34610470428984	11.1964166920706	-3.48199988901615	-2.973901531102	-0.0161123374152115	284.69622836701	136.396950212689	0.897203146719085	5.23173829554652	0.794150245628835
123	Cefamandole	3.39231742277876	0.384775435757915	1.88387675690454	3.54899163520516	-1.56029996275902	0.0625589313818409	-2.30403847902416	215.61970630014	60.6940938439515	0.926071912762734	4.85605538722263	0.725835892913595
124	Cefazolin	3.32192809488736	-0.0633291979653601	1.06818732920565	1.14102417027549	-1.97077997773886	-0.756564216177737	-1.68375270983472	206.262378008499	18.0107506830303	0.952167777811375	4.77511211178295	0.618137940814899
125	Cephalosporin C	2.8073549220576	1.8808909529759	-4.18935767955423	17.55071776724	-4.90599989145994	-4.30128585700472	1.52851238476128	211.104666402719	50.9079381550958	0.889471003935305	5.03484563800448	1.08541573034431
126	Cefoxitin	3.08746284125034	1.09403453971563	-0.0182218602415112	0.000332036190661166	-1.23609991371632	-0.54477392465261	-1.50397403914823	203.234275341974	50.9079381550958	0.922674135314293	4.58015517724804	0.927521382026074
127	Ceftazidime	3.64385618977472	0.943095985856162	0.667053564184496	0.444960457491239	-2.63389976322651	-0.983682066347337	-1.860158700009	255.261194163907	50.9079381550958	0.935431468659995	4.94024980242946	0.824032276387372
128	Cyclacillin	2	1.90763782539637	-2.61286858490985	6.82708224200878	-1.77179992944002	-1.82932283811662	-0.533329950347062	123.192385062278	50.9079381550958	0.89324188820266	4.85720943866826	0.842895104062273
129	Ceftriaxone	3.52356195605701	1.04869928537151	1.40379782059414	1.97064832110487	-2.14379979670048	-0.370000988053167	-2.3667493142911	291.459131706502	50.9079381550958	0.940459652963229	5.19149548479702	1.36257383115278
