name,Permeability coefficient,Canonical SMILES,glide rotatable bonds,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,res:A132 vdw,res:A132 coul,res:A132 hbond,res:A132 dist,res:A132 Eint,res:A117 vdw,res:A117 coul,res:A117 hbond,res:A117 dist,res:A117 Eint,res:A113 vdw,res:A113 coul,res:A113 hbond,res:A113 dist,res:A113 Eint,res:A82 vdw,res:A82 coul,res:A82 hbond,res:A82 dist,res:A82 Eint,res:A42 vdw,res:A42 coul,res:A42 hbond,res:A42 dist,res:A42 Eint,res:A16 vdw,res:A16 coul,res:A16 hbond,res:A16 dist,res:A16 Eint,A:102(TYR) HAccep nn,A:102(TYR) HPhob,A:106(TYR) HPhob,A:113(ASP) HDonor nc,A:113(ASP) HDonor cn,A:113(ASP) HDonor nn,A:113(ASP) Salt,A:117(GLU) HDonor nc,A:117(GLU) HDonor cn,A:117(GLU) HDonor nn,A:117(GLU) HDonor cc,A:117(GLU) Salt,A:118(PHE) HDonor nc,A:118(PHE) HPhob,A:119(GLY) HDonor nc,A:119(GLY) HDonor nn,A:123(ALA) HDonor nn,A:132(ARG) HAccep nn,A:132(ARG) HAccep cn,A:132(ARG) Salt,A:132(ARG) PiCat,A:14(TYR) PiEdge,A:14(TYR) HPhob,A:16(LYS) HAccep cn,A:16(LYS) PiCat,A:16(LYS) HPhob,A:20(LEU) HPhob,A:310(TYR) HPhob,A:339(GLN) HDonor nc,A:339(GLN) HDonor nn,A:339(GLN) HPhob,A:340(PHE) HDonor nc,A:340(PHE) Salt,A:340(PHE) PiCat,A:38(MET) HPhob,A:40(TYR) PiEdge,A:40(TYR) HPhob,A:42(ARG) HAccep nn,A:42(ARG) HAccep cn,A:42(ARG) HAccep cc,A:42(ARG) HAccep nc,A:42(ARG) Salt,A:42(ARG) PiCat,A:42(ARG) HPhob,A:46(LYS) HAccep cn,A:60(GLN) HAccep nn,A:62(GLU) HDonor nc,A:62(GLU) HDonor cn,A:62(GLU) HDonor nn,A:82(ARG) HAccep nn,A:82(ARG) HAccep cn,A:82(ARG) HAccep cc,A:82(ARG) HAccep nc,A:82(ARG) Salt,Charge_+,Charge_+ +,Charge_+ - -,Charge_+ - - -,Charge_-,Charge_- -,Charge_neutral,Charge_±
4-6,1487,O=C1C2(CC3(C1)C(c4c(C3CC2)cccc4C)C[NH3+])CO,-0.5739690813070892,0.0817500131565312,-0.19611209245303618,-0.17984674548713242,-0.041990721931127455,0.0817500131565312,0.0007144991227324383,0.6013403871647637,-0.7094043892963917,0.6121113042767328,0.46023747754761835,-0.4602370677793179,0.6861087114040558,0.27885730226764527,0.6629294602704013,-0.2345641563797208,0.9463503896327077,0.47533509936884205,0.7644800018836546,0.8492078483545419,0.4964149120550728,0.10608540124889718,-0.5347762171180658,-0.5195789054158056,0.9366997960238416,-0.5237972193592888,0.30803606862333577,-0.07949013230043318,0.6929761201599981,1.0914539189562071,-0.06593706453823012,1.2366669840489453,0.5188911133386154,0.33577410938766794,0.6842019968434139,0.5409983428194947,-0.10171044705088626,0.5660034370968935,0.5227192099859213,0.09884357829987606,0.5686025878970846,-0.07547564785616806,0.6474429449313868,0.7320044192173585,-0.17500435115033142,0.6450104182789898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2-64,97,O=C(NCC#N)[C@H]1[C@@H]2[C@@]3(C)[C@@H](O)[C@H](OC3=O)C=C2[C@H]2[C@]31CC(=C)[C@@](O)(C3)CC2,0.20513696407726226,0.2380719206819268,0.6556830777102095,0.6273468132664669,0.43891880043095677,0.2380719206819268,0.20729709038591093,-0.7191299014436004,0.4344492899178071,-0.49223381580499453,0.3144007142560772,-0.36000251202095007,0.5694580424438033,-0.14074727992855313,-0.11273778682730398,0.033611717668788885,0.5958481541578554,-0.320748667590722,-0.18580516122561902,0.6461346442102613,-0.3050030655405429,0.7092613677985768,0.6113045086050609,-0.44734642588943696,1.0030616314217622,0.6591879946463178,0.5831511200161786,0.67829838036189,0.5324653566369025,0.8030263558705679,0.702744061655609,-0.1744247332023959,-0.24554244714170723,0.3173893982860062,-0.0996484570794891,-0.24744025558928068,-0.7914165880683944,-0.22828936213442183,0.3798552612252622,-0.5220388302248163,-0.2511127361315934,-1.036626662623794,-0.31290639749646454,0.7233698289620567,-1.1502937778340165,-0.3680525178312768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3-9,210,O[C@@]12C(C[C@@]3(C2)[C@H](c4c([C@H]3CC1)cccc4C)C[NH2+]C)=C,-0.5739690813070895,0.4364268564152774,0.017744937423522435,0.09623000851185827,0.3050106167646848,0.4364268564152774,-1.5394169628215408,0.7472596305687721,-0.7331458358538308,0.8647348442501538,0.9399702432266986,-0.45307745665372,1.1917012355450838,0.8093770782539599,1.1164319953764168,-0.8289180959136367,0.8251365484912192,0.567428270267831,0.5501405351720922,0.9445277767074991,0.5846535379460108,1.184804181121648,-0.05922321304027053,0.5895420863540805,1.5771341170603177,0.03418217235180379,0.609799192791883,-0.13713030301104487,0.39738003365055535,1.2249582031102348,-0.11271147606418744,0.2630707817273606,0.7011018224754845,0.39245828412741546,-0.23556127797772558,0.705133569256744,-0.4009271681962822,0.7201923707178721,0.7250066471107897,-0.24871796209457578,0.7161031634441475,-0.9257841898083562,0.7875754873063443,0.7320044192173585,-0.799893099478026,0.7397119681529888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3-39,339,O=S(O[C@H]1[C@H]2OC[C@@H]([C@H]2OC1)[NH2+]C)(c3ccccc3)=O,-0.18441605861491342,-0.4882353784161623,-0.7138262908420235,-0.7715680665883837,-0.6666778452231684,-0.4882353784161623,0.5373556582799159,0.8535309079705099,-0.5430801209259969,0.7467134685541039,-0.813672390279098,0.47051237854837935,-0.5577810777644016,-0.3110787297919526,-0.0369471480562065,0.07463595451742296,0.7383608934157737,0.7133684138135453,0.7644800018836546,0.49938475005873484,0.727999989857322,-0.2618869196106997,-0.7486747982430554,0.5895420863540805,-0.7911553887149425,-0.7604016322970246,0.9455860371518128,-1.2185628340140309,-1.225051816873175,-0.9428980622810872,-1.1859263552970492,-0.041448664846256485,0.6316005395382313,0.6585667166913672,0.6140631921653886,0.6308044174170859,-0.294790089361936,0.6352636216578217,0.7250066471107897,0.6687267219523776,0.6335274864999234,-0.8545144685660522,0.6340801956297841,0.29162895230733193,-0.3480454239323305,0.5893480771177917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2-39,72,O=C(CC[C@]1(C(CC[C@@H]2[C@@H]1C(C[C@@]3(C(CC[C@@H]23)=O)C)=O)=O)C)NCCC[NH+](C)C,1.373796032153792,-0.8788518865351908,0.2523382243650595,0.0036086740406910344,-0.5335950721164596,-0.8788518865351908,-0.08329040845038505,-0.8251032744939991,0.4139736511958761,-0.3927823807160506,-1.3522954945360195,1.0074832129682039,-0.6763843391197787,-1.0049983552689565,-1.0759807048630379,1.8556758335158403,0.32993525808242324,0.6216821707382194,0.15690996158811113,-0.22246626533075664,0.625973210601699,0.011756942445856443,-0.7060120892814621,0.5895420863540805,-0.8364001153859965,-0.6969881995654237,-1.5133826596845128,-1.1189584579583607,-1.2732103869633222,-0.964124680610078,-1.18171178888942,-0.13410874918725021,0.4765634632625199,0.27162863622690314,0.04181947143874147,0.4735642787663647,1.401995310425575,0.4541845592576549,-0.33017339971209136,1.7512692296378516,0.49587597073690787,0.6272856095493148,0.5401290417102687,-0.42511462778758635,0.9432452577337019,0.5738163412646046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2-73,80,O=C1NCC[C@]2(C)[C@H]3C(=O)C=C(C)[C@@H](CCC#N)[C@@H]3CCC2=C1,-0.9635221039992662,-0.23225140927252733,-0.09771692788662673,-0.17040562456355263,-0.22890856151383662,-0.23225140927252733,0.6243399000781691,0.2979795788088924,-0.47667182879239,0.1904559360475202,0.25278683152495035,-0.5342197160771607,-0.3178404808439389,0.16427585917649645,0.27373947361420015,-0.9229920910850505,0.9670974758223885,-0.5478241468760174,-1.2359971861099768,-0.6029736496108324,-0.5237876918484438,-1.1106585587108178,0.4059107710214574,0.5895420863540805,-0.37085006047093216,0.31713635798525763,-0.34950665964141925,0.5361148658652841,0.6929761201599981,-0.20607689458825318,0.5248131108451406,-0.0999240195512466,-0.42102223732767247,0.09527878504078534,-0.34878753912134886,-0.42162317849795267,0.5998696331861122,-0.46349971280957997,-1.112732809211527,-1.1275994769195936,-0.45311801942304536,0.7623319806731546,-0.3731090142223399,0.7320044192173585,0.8033362813798216,-0.3317857670986636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4-54,38,O=C(C1(C2C(C3C(C=C(CC3)C(C)C)=CC2)(CCC1)C)C)NCC[NH3+],0.20513696407726295,-1.06952231115265,-0.27412681940453054,-0.5307276845972617,-0.9082532944099097,-1.06952231115265,0.07883806363450237,0.042427174735383384,-0.002671575919008983,0.38503732833776244,-1.2725538444300495,0.15071641493834984,-0.30997016060760546,-0.4931145632410113,-0.5438853411921034,1.525489838772427,0.7310573881461848,0.844799349267747,0.7644800018836546,0.32275932393466383,0.858479185607727,0.32832307944995226,-0.6294405273862972,0.5895420863540805,-0.6779127709799867,-0.5966283542626002,-0.8220431241211377,-1.5271455697739518,-2.9697608399057174,-1.0930801942123738,-1.5682571164563115,0.7171437567301366,0.7109395770232312,0.6585667166913672,0.79290954438576,0.7238621780775414,0.7156725644647903,0.61930109064388,0.7250066471107897,2.511023229680376,0.6459001892338164,0.2419886243609048,0.5260524029567104,0.7320044192173585,-0.054247169893407186,0.540674301064894,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2-75,69,O=C(N1CCC(O)CC1)[C@H]1[C@@H]2[C@@]3(C)[C@@H](O)[C@H](OC3=O)C=C2[C@H]2[C@]31CC(=C)[C@@](O)(C3)CC2,0.20513696407726295,-0.3745340305067361,0.6272531618188425,0.4725205550806446,-0.0009469621136040652,-0.3745340305067361,1.3213642650149375,-1.1648883776257892,1.0428341380008073,-2.431392165532862,-0.04400625530454348,-0.47455629003051325,-0.3266852959662808,-1.2665474451842045,-1.5376758809364839,0.9604365153852567,-1.5653390001908063,-0.5549759627014875,-2.3172838188766147,-1.2041892409390527,-0.593356488714061,-2.4385496325956852,0.28962878496616307,-1.9170126864868877,-0.9388419907165264,0.09458022269611728,-1.517598578625448,0.4688165183026981,0.17381702898254855,-0.7575244345504822,0.4107965058118145,-1.1648014783863774,-0.47536351305696056,-0.39862594206586716,-0.8763481514859265,-0.496496361271819,-0.9676455048906303,-0.3635379107051803,0.09772056094737253,-1.0515162830222282,-0.39302872958971846,0.8061543886116976,-0.4268848750338502,-1.3655613900987102,-0.7580671595549574,-0.38576117295776036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2-27,54,O=C([C@@H](CO)[NH2+]C[C@]12C(C[C@]3(C2)[C@H](c4c([C@H]3CC1)cccc4C)C(OC)=O)=O)OC,1.7633490548459692,-0.6562066337793266,0.4329075795086771,0.22469469294269853,-0.290909182101261,-0.6562066337793266,-0.08553848082331009,0.5557321586002195,0.8381803222786159,-1.1844926087349028,-1.3206770461165072,0.642343045562723,-0.7414835188187581,-1.332613908968522,-1.5489075697975965,1.8216126125941023,-0.6227716240568852,0.7487715829516767,-0.06535478547122447,-0.7754202615135001,0.729171776310231,-1.1373840816969463,-0.8192405149703439,0.5895420863540805,-0.8861844100691991,-0.8980512707677404,-3.0511655238642312,-1.3894564953348683,-1.1468388139886667,-1.0107685875746222,-1.511665151950354,0.6791003340794787,0.6568428813855725,0.3252260686491615,0.8261720399722623,0.6683973338999599,1.2989634934026597,0.6584991500396821,0.7250066471107897,2.800637138395638,0.7017142159791184,1.2538709894250715,0.6265269153852089,0.7320044192173585,1.7290773327772817,0.6954689728250564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4-46,108,O=S(NCCCCCC[NH3+])(c1cccc2ccccc12)=O,1.373796032153792,1.7355034679974115,0.7998889580065923,1.1040301279559113,1.5715908577615698,1.7355034679974115,-2.3854447892185244,0.04824110975643405,3.2089368751902185,-0.07390432826132555,-1.3689101080576176,1.814132733118876,-0.27526038739531233,0.41566129775018323,-0.8884433988024186,2.3412709620859533,0.872717763423166,0.731350341082567,0.7644800018836546,0.6907077329516403,0.7490835155821364,0.6770512784500298,-0.635454542717508,0.5895420863540805,-0.5910236645064045,-0.5756435287772242,-0.3324443863019314,-1.3905631803384841,-2.3164193023295936,-1.0936701104559212,-1.4108043929890983,0.4880074816499673,0.6345660691973781,0.6585667166913672,1.3530217572125494,0.6434316827165543,0.20527754612273602,0.6052075310256687,0.7250066471107897,3.2322509081652355,0.6172864040117365,-0.12201565497262047,0.6238685239072193,0.7320044192173585,1.4296636102043487,0.6187964056244383,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4-48,81,O=C1N2C(c3cc(c4ccccc4)c(c5ccc(C6(CCC6)[NH3+])cc5)nc3C=C2)=NN1,-0.5739690813070898,-0.7776173083117958,0.464566075228549,0.23182757646716778,-0.3592756664457245,-0.7776173083117958,0.12713375128383514,0.3079122242273619,0.5169377314220077,-1.8858540930407035,-0.4924782368044249,-0.16390954519734643,-0.5025841826840584,-1.4242425532189438,-1.4736500200124834,-0.4171146636098862,-0.11371390213577992,0.6958862700623902,0.31761205310218654,-0.39262743019307583,0.6894548767995404,-0.5790407909624105,-0.542283825856769,0.5895420863540805,-0.7232166243978457,-0.580540930218303,-1.9157404145251247,-0.8983438323656019,-1.5402908026154651,-0.9091007159500721,-0.9769088438800094,0.14148403250892302,0.6078050742238115,0.6585667166913672,0.8810820825161175,0.6104506561180744,0.784946582720919,0.6053308365527398,0.7250066471107897,2.2282429683054925,0.633752786815136,0.880726081435175,0.6054324093806633,0.7320044192173585,1.488668334893637,0.6543335082754036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2-65,96,O=C(OC)[C@@H](NC(=O)[C@H]1[C@@H]2[C@@]3(C)[C@@H](O)[C@H](OC3=O)C=C2[C@H]2[C@]31CC(=C)[C@@](O)(C3)CC2)CO,1.7633490548459692,0.37414695117954533,0.9968868982281835,0.9817318603215422,0.6976901371011429,0.37414695117954533,0.5285329104138242,-1.2390738053374388,2.1988467474451796,-1.280009185933398,-0.8206047159485278,0.20560676690126536,-0.39558505409659955,-0.568145394097088,-1.3005252234642983,1.3055080916094657,-1.7772065567376878,-0.5058359231022755,-1.6398862786940833,-1.2044173760897263,-0.5482448819902963,-1.366589612896937,0.27262668112233607,-1.0017073442682871,-0.9567763766241433,0.16245247209265645,-0.6243219266061373,0.4531076042307381,-0.009245429752856957,-0.854490115988301,0.4292462511642805,-0.7264697448517298,-0.3421332569220498,0.07162550321637057,-0.46797443741959194,-0.3544463981829765,0.12740616697745882,-0.31122028503433635,0.24728775655454982,-0.5520551705297471,-0.3091798034675816,1.2590428680771142,-0.38646068747686924,-0.36751253974740855,0.8117099566397274,-0.3197543466531162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4-47,83,O=C(C)NC1C(C=C(CC1[NH3+])C(OCC)=O)OC(CC)CC,1.7633490548459692,0.008971397302792337,-0.09473421979236954,-0.11216103819906222,-0.053392233817440925,0.008971397302792337,0.680533857554708,0.5861828936040626,-0.4111407483673536,-0.20517702595644308,-0.5845957739848506,1.2676157505315873,-0.22467212491025212,-0.6659314978961978,-0.4880022818883016,0.7017519650178811,-0.7428218538729676,0.6403719023908233,-0.9674554890233725,-0.9026740290288539,0.6168570164818227,0.2027001043727551,-0.6845709072576378,-1.271748405382046,-0.5257739540594847,-0.6647409191947732,-1.6156613637161534,-0.9914233004151637,0.3047377986922829,-0.9301395705590825,-1.05384367270616,-0.1672872224938596,0.6378999533926684,0.35659949369895544,-0.02938928054065645,0.6340991305403858,0.8858275567828019,0.667108519038667,0.7250066471107897,2.353792778615785,0.698819098113318,1.0475356797645434,0.6239250075065842,0.5737019466977296,1.1260728046301354,0.6815664488757844,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2-13,20,[NH3+][C@@H]1[C@H]2OC[C@@H]([C@H]2OC1)[NH3+],-1.7426281493836189,-0.6616027306479052,-4.580917405843478,-3.7145168340349395,-2.0723395442617036,-0.6616027306479052,-0.23268236537424208,0.6833302293689868,-2.0932491169887832,2.3112849909775943,0.597731481512981,-0.9876617540316796,0.6592764119829188,1.6262057532562513,1.8037370343335684,-1.3090945476525107,1.3023616165671656,1.3458619219936838,0.7644800018836546,2.0275600126073146,1.3700360403222984,1.3087572210151621,-0.6769656294367656,0.5895420863540805,2.1912012385213155,-0.5678810843559187,1.0200791285161028,-0.3985102201697898,0.6929761201599981,2.468472697317491,-0.3572037421373495,1.8020731532282992,1.759380427131819,0.6585667166913672,2.1980859383647644,1.789565391544768,1.0030286981288756,1.7933997469061795,0.7250066471107897,2.2763327670686024,1.836441680088927,-0.30514406817415207,2.1801030462041213,0.7320044192173585,-0.5211210191932131,2.167145111505812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ciprofloxacin,2263,Fc1cc2c(N(C=C(C2=O)C([O-])=O)C3CC3)cc1N4CC[NH2+]CC4,-0.5739690813070895,-0.8800326217552477,-0.30930222699706084,-0.5181082806288525,-0.7865396008792691,-0.8800326217552477,0.7117454467779281,-1.4138107018073411,-0.344073556651601,0.12093258835754173,-0.18711059807292368,-0.16907954867167926,-0.9513640061421836,-0.6760105475931562,-0.040151562042435966,0.03277364366016612,0.19122028476181055,-0.898481058264697,-1.126731263826137,-1.2156969180352486,-0.8903558006343375,-0.32601826244464943,0.4064672478298966,0.5895420863540805,-0.8019444931308739,0.3787360896039487,-0.687050904612623,0.28346677584918856,0.18435820503670808,-0.5405400105230646,0.2574361247329681,1.748762249248872,-0.9148455124145796,-1.7728246033603443,-0.9618908062698701,-0.8844992764089457,0.6408206252483027,-0.7108446742968562,-0.961328188808215,0.3306545232811791,-0.700650460414191,1.2815013733035294,-0.41343935133071114,0.7320044192173585,1.5872696200047225,-0.3442108644731012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3-50,515,O=C1[C@@]2(C[C@@]3(C1)[C@H](c4c([C@H]3CC2)cccc4C)[NH3+])C,-1.7426281493836189,0.30696268973799173,-0.37798197743207684,-0.27230655908216655,0.0544315239752105,0.30696268973799173,-0.5677147269619086,0.8810525813092535,-1.1130347625183687,1.167766447407774,1.1659690842397934,-0.9876617540316796,0.7936777648567406,1.133030900423325,1.4428347422360495,-1.3090945476525107,1.1778123656092816,0.5363236109944258,0.7644800018836546,1.909088029915855,0.5625516879829139,1.1856156170299592,0.005885613205159851,0.5895420863540805,1.5282279688035434,0.09875220942376282,0.49700650141893105,0.058759643633388,0.4801530797585612,1.4774651581141272,0.07906874727318275,1.4088649980777506,0.6804521581555283,0.6585667166913672,2.065067729365083,0.7061306929053802,0.29645308027355627,0.657336250492422,0.537168245984874,1.1114080610491561,0.6718765562693474,-0.7316259828024247,0.7229791228324729,0.7258368570963966,-0.774534318475015,0.6854439647848821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2-16,497,OCC[NH2+][C@H]1c2c([C@@H]3[C@@]14CC([C@@](C4)(CC3)O)=C)cccc2C,0.20513696407726226,0.10056353108558287,-0.04314137304162268,-0.04193423053762383,0.035338407602254394,0.10056353108558287,0.5812127742753128,-0.6807305542711181,-0.5430801209259969,0.6886217698589859,-0.05392001092276002,0.47051237854837935,0.8537652918453165,0.43490566954022436,0.3947268740727438,-0.24661405850360402,0.6567092658192757,0.7772175575917631,0.7644800018836546,0.045283445077222664,0.7895267280185531,-0.378252083898185,-0.8470078187474385,-1.0161105753032844,0.1353295814407865,-0.8722689535884074,0.012648029077729096,-0.3741020753858963,0.27866400772115363,-0.21926820175616782,-0.37327858985585527,0.05837527221214412,0.8073053476169842,0.35660812650366147,-0.11915797459141902,0.8072027644418995,0.16720470464020207,0.7441083457480241,0.019359385917616698,0.11502092435338612,0.7541983742983065,0.10133401859153227,0.7304029933670274,-0.32145604152376994,-0.5547776059325145,0.7363734141626236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2-96,193,S(=O)(=O)(O[C@H]1[C@H]2OC[C@@H](O)[C@H]2OC1)c1c(N)cccc1,-0.18441605861491342,-0.3468086257568677,-0.6242112573871117,-0.6555378705507559,-0.5264788789025384,-0.3468086257568677,-1.094214067736914,0.7255473628491574,-0.5326177879941899,0.25681174115989786,-0.1734375962140785,0.4633527674227817,-0.4166157485251388,-0.07025232246606808,0.05304354952894728,-0.6281219933987516,0.2967421916703217,-0.44835093528933206,-0.7061504297166717,0.1045686130901404,-0.4399628095758671,0.6298867050225059,0.6357050969301202,0.2925313193810561,0.44887361270109666,0.6788460557339567,0.45698839569044736,0.6384715466454983,0.472628454789707,0.37415628776466914,0.657834025820372,-0.818956740397639,-0.33407861402064726,0.6585667166913672,-0.1931779285718681,-0.3467856230921724,-0.6228931865755806,-0.3371169632611713,0.7250066471107897,0.2683329337515117,-0.35496629801976526,-1.1174112060532206,-0.5897488284529339,-0.23943927154328667,-0.22343527221724943,-0.6508852752815315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3-40,116,O=S(O[C@H]1[C@H]2OC[C@@H]([C@H]2OC1)[NH+](C)C)(c3ccccc3)=O,-0.18441605861491342,-0.31470457215102615,-0.4324181290613479,-0.48738826378144273,-0.42764740935642015,-0.31470457215102615,-0.5807214050340073,1.1948815942204676,-0.6176041520409464,0.3451184528829543,-0.2901758921148656,0.3583451375806819,-0.2322247060692988,0.03887248544285837,0.035991375434955036,0.01347868554047588,1.038689964457928,0.6713598621890794,0.7644800018836546,0.9278020376891664,0.6934331129000243,-0.015578175967403265,-0.6784850550069945,0.5895420863540805,-0.6023967766540346,-0.6720131493900352,-0.07274591267739637,-0.7547619355578127,0.3288158773529754,-0.5835430609476584,-0.7571351489205833,0.2589742406174535,0.6347985555688066,0.6585667166913672,1.013424729897144,0.6395134768310367,-1.0344031425666376,0.6234376038065452,0.7250066471107897,0.34930023535395566,0.6008644153869495,-2.0914088739070933,0.5973598772840797,-0.9776974029026678,-1.0121314252833287,0.4846371701453377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4-62,0,O=C(C1(C2C(C3C(C(C(C(C)C)(CC3)O)[NH3+])=CC2)(CCC1)C)C)OC,-0.18441605861491342,-0.6420960464144323,-0.058111450759209024,-0.23617317361337786,-0.5076827408696134,-0.6420960464144323,0.45853093974365977,0.5640095168416457,0.053541121042372075,0.24638353509127434,-0.6784229584848737,-0.617748512542467,0.22527056310485247,-0.32529540007682367,-0.2644919044880768,-0.0977390462580155,-0.45551059885329287,0.7110354712989542,-0.13962616230841582,-1.0030169042449624,0.6955034300986827,-0.8453598512975277,-1.0931110442156682,-0.31396015263473087,-0.8952656208783244,-1.1483440503967346,-0.720848574628555,-1.0302588356944693,-0.5443973941616002,-0.9441985680994517,-1.0600716105342696,-0.4504536990467892,0.5571298609672335,0.12762823556642036,-0.2160473966886296,0.5477748052727877,0.04501066024879619,0.6050139156853914,0.6011118441631547,-0.07582174014625911,0.6122737250003565,1.1475591470578437,0.6171316399437521,0.4629979729814932,0.3482726106694848,0.6800163940802278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
